timestamp_us,node_id,seq_no,rssi_dbm,pdr_percent,delay_ms
556052920,14,49,-94,100.0,149.0
556745632,5,53,-94,100.0,375.0
556945920,15,47,-65,100.0,241.0
558629920,6,52,-65,100.0,
558988632,4,53,-81,100.0,
559218920,10,50,-65,100.0,281.0
559397920,9,51,-65,100.0,405.0
559602920,8,52,-94,100.0,
560965920,16,48,-65,100.0,189.0
561074920,7,52,-65,100.0,86.0
561649632,2,53,-69,100.0,
561999920,11,51,-94,100.0,
562376920,12,50,-65,100.0,306.0
563086632,3,54,-65,100.0,545.0
565430920,14,50,-94,100.0,191.0
565596920,13,50,-65,100.0,648.0
566215632,5,54,-94,100.0,347.0
566761096,15,48,-65,100.0,157.0
569295632,4,54,-81,100.0,5.0
569337920,6,53,-65,100.0,
569443920,8,53,-94,100.0,
569561920,9,52,-65,100.0,411.0
570021920,10,51,-65,100.0,254.0
570250920,7,53,-65,100.0,81.0
570906920,16,49,-65,100.0,215.0
571684920,12,51,-65,100.0,328.0
571996632,2,54,-69,100.0,
572478920,11,52,-94,100.0,
573668632,3,55,-65,100.0,557.0
575441920,13,51,-65,100.0,606.0
576019920,14,51,-94,100.0,150.0
576031632,5,55,-94,100.0,341.0
576236920,15,49,-65,100.0,185.0
578281632,4,55,-81,100.0,
578976920,8,54,-94,100.0,
579740920,10,52,-65,100.0,245.0
579809920,7,54,-65,100.0,64.0
580178920,6,54,-65,100.0,
580437920,9,53,-65,100.0,389.0
581355920,16,50,-65,100.0,182.0
581794920,12,52,-65,100.0,312.0
582533632,2,55,-69,100.0,
583265920,11,53,-94,100.0,
583618632,3,56,-65,100.0,551.0
584869920,13,52,-65,100.0,582.0
585351920,15,50,-65,100.0,222.0
585637920,14,52,-94,100.0,167.0
586344632,5,56,-94,100.0,353.0
587344632,4,56,-81,100.0,
589022920,8,55,-94,100.0,
589647920,7,55,-65,100.0,82.0
589763920,10,53,-65,100.0,249.0
590161920,9,54,-65,100.0,408.0
590491920,6,55,-65,100.0,
591166920,12,53,-65,100.0,304.0
591613920,16,51,-65,100.0,207.0
591692632,2,56,-69,100.0,
592929632,3,57,-65,100.0,542.0
593241920,11,54,-94,100.0,
594100920,13,53,-65,100.0,562.0
594932920,15,51,-65,100.0,201.0
595407920,14,53,-94,100.0,137.0
595454632,5,57,-94,100.0,363.0
596376632,4,57,-81,100.0,3.0
598543920,8,56,-94,100.0,
599353920,10,54,-65,100.0,256.0
599407920,7,56,-65,100.0,78.0
599498920,9,55,-65,100.0,448.0
600399920,12,54,-65,100.0,312.0
600867920,16,52,-65,100.0,271.0
601107632,2,57,-69,100.0,
601316920,6,56,-65,100.0,
602165632,3,58,-65,100.0,526.0
602447096,11,55,-94,100.0,
604104920,13,54,-65,100.0,588.0
604581920,15,52,-65,100.0,177.0
604682920,14,54,-94,100.0,205.0
606010632,4,58,-81,100.0,
606151632,5,58,-94,100.0,366.0
608996920,9,56,-65,100.0,369.0
609096920,8,57,-94,100.0,
609654920,12,55,-65,100.0,349.0
609745920,7,57,-65,100.0,83.0
609867096,16,53,-65,100.0,258.0
610145920,10,55,-65,100.0,284.0
611441920,6,57,-65,100.0,
611756632,2,58,-69,100.0,
612715632,3,59,-65,100.0,562.0
612815920,11,56,-94,100.0,
613268920,13,55,-65,100.0,578.0
614171920,15,53,-65,100.0,198.0
614573920,14,55,-94,100.0,141.0
616362632,5,59,-94,100.0,377.0
616751632,4,59,-81,100.0,
618077920,8,58,-94,100.0,
618737920,9,57,-65,100.0,406.0
619396920,12,56,-65,100.0,295.0
619515920,10,56,-65,100.0,276.0
620175920,7,58,-65,100.0,72.0
620352920,16,54,-65,100.0,204.0
621522632,2,59,-69,100.0,
621793920,6,58,-65,100.0,
623120920,11,57,-94,100.0,
623425920,13,56,-65,100.0,645.0
623438920,15,54,-65,100.0,196.0
623468632,3,60,-65,100.0,558.0
623754920,14,56,-94,100.0,189.0
626068632,5,60,-94,100.0,365.0
627619632,4,60,-81,100.0,
627833920,9,58,-65,100.0,379.0
628319920,8,59,-94,100.0,
628693920,10,57,-65,100.0,254.0
629635096,12,57,-65,100.0,330.0
630201920,7,59,-65,100.0,92.0
630715920,16,55,-65,100.0,234.0
630834632,2,60,-69,100.0,
631797920,6,59,-65,100.0,
632555632,3,61,-65,100.0,555.0
632896920,11,58,-94,100.0,
633192920,13,57,-65,100.0,583.0
633308920,14,57,-94,100.0,249.0
634245920,15,55,-65,100.0,261.0
635611632,5,61,-94,100.0,344.0
636970920,9,59,-65,100.0,405.0
637706920,10,58,-65,100.0,206.0
637791920,8,60,-94,100.0,
638107632,4,61,-81,100.0,
639514920,12,58,-65,100.0,336.0
640332920,16,56,-65,100.0,222.0
640756920,7,60,-65,100.0,70.0
640893632,2,61,-69,100.0,
642378920,6,60,-65,100.0,
642634920,13,58,-65,100.0,589.0
643232920,14,58,-94,100.0,168.0
643375632,3,62,-65,100.0,522.0
643762920,11,59,-94,100.0,
644927632,5,62,-94,100.0,367.0
645067920,15,56,-65,100.0,197.0
646984920,8,61,-94,100.0,
647529920,9,60,-65,100.0,423.0
648535920,10,59,-65,100.0,285.0
648710920,12,59,-65,100.0,369.0
648755632,4,62,-81,100.0,
650100920,7,61,-65,100.0,67.0
650401920,16,57,-65,100.0,216.0
651588920,6,61,-65,100.0,
651688632,2,62,-69,100.0,
652480920,13,59,-65,100.0,590.0
653167632,3,63,-65,100.0,542.0
653291920,14,59,-94,100.0,201.0
653873920,11,60,-94,100.0,
655558632,5,63,-94,100.0,362.0
655799920,15,57,-65,100.0,230.0
657072920,8,62,-94,100.0,
657436920,9,61,-65,100.0,380.0
658465920,12,60,-65,100.0,316.0
658693632,4,63,-81,100.0,
658876920,10,60,-65,100.0,262.0
659235920,7,62,-65,100.0,70.0
660695920,16,58,-65,100.0,268.0
661168632,2,63,-69,100.0,
661728920,13,60,-65,100.0,597.0
662512920,6,62,-65,100.0,
662564920,14,60,-94,100.0,164.0
663736632,3,64,-65,100.0,548.0
663830920,11,61,-94,100.0,
665355920,15,58,-65,100.0,179.0
665715632,5,64,-94,100.0,366.0
667343920,8,63,-94,100.0,
668113920,9,62,-65,100.0,378.0
668271920,12,61,-65,100.0,426.0
669284632,4,64,-81,100.0,
669500920,10,61,-65,100.0,239.0
669662920,16,59,-65,100.0,215.0
670124920,7,63,-65,100.0,43.0
670726632,2,64,-69,100.0,
670836920,13,61,-65,100.0,576.0
672670920,14,61,-94,100.0,168.0
672772224,3,65,-65,100.0,530.0
672872808,6,63,-65,100.0,
672877920,11,62,-94,100.0,
675797920,15,59,-65,100.0,197.0
676642632,5,65,-94,100.0,371.0
677599920,12,62,-65,100.0,325.0
677905920,8,64,-94,100.0,
677988920,9,63,-65,100.0,447.0
678731632,4,65,-81,100.0,
679453920,10,62,-65,100.0,247.0
679799920,16,60,-65,100.0,237.0
680715632,2,65,-69,100.0,
680868920,7,64,-65,100.0,60.0
681367920,13,62,-65,100.0,552.0
682182632,3,66,-65,100.0,535.0
682866920,6,64,-65,100.0,
683083920,11,63,-94,100.0,
683342920,14,62,-94,100.0,270.0
685445920,15,60,-65,100.0,207.0
686706920,12,63,-65,100.0,320.0
686727632,5,66,-94,100.0,354.0
686980920,9,64,-65,100.0,421.0
687877632,4,66,-81,100.0,
688037920,8,65,-94,100.0,
689546920,10,63,-65,100.0,263.0
689987632,2,66,-69,100.0,
690428920,16,61,-65,100.0,178.0
690803920,7,65,-65,100.0,59.0
691402632,3,67,-65,100.0,552.0
691879920,13,63,-65,100.0,556.0
692263808,6,65,-65,100.0,
692372920,14,63,-94,100.0,146.0
694030920,11,64,-94,100.0,
694739920,15,61,-65,100.0,223.0
696871096,9,65,-65,100.0,382.0
696939920,12,64,-65,100.0,317.0
697258632,4,67,-81,100.0,2.0
697410920,8,66,-94,100.0,
697464632,5,67,-94,100.0,357.0
699076920,10,64,-65,100.0,260.0
700328920,7,66,-65,100.0,69.0
700677920,16,62,-65,100.0,208.0
700871632,2,67,-69,100.0,
701247632,3,68,-65,100.0,544.0
701733920,6,66,-65,100.0,
702444920,13,64,-65,100.0,601.0
703295920,14,64,-94,100.0,187.0
704114920,11,65,-94,100.0,
705034920,15,62,-65,100.0,250.0
707079920,12,65,-65,100.0,289.0
707246632,5,68,-94,100.0,355.0
707619632,4,68,-81,100.0,
707642920,9,66,-65,100.0,395.0
707982920,8,67,-94,100.0,
708176920,10,65,-65,100.0,225.0
709346920,7,67,-65,100.0,83.0
710465920,16,63,-65,100.0,285.0
710708632,3,69,-65,100.0,539.0
711117632,2,68,-69,100.0,
712436920,6,67,-65,100.0,
712605920,13,65,-65,100.0,633.0
713210920,11,66,-94,100.0,
713538920,14,65,-94,100.0,179.0
715934920,15,63,-65,100.0,217.0
716197920,12,66,-65,100.0,378.0
717430920,9,67,-65,100.0,373.0
717578920,8,68,-94,100.0,
717648920,10,66,-65,100.0,235.0
717848632,5,69,-94,100.0,354.0
718567632,4,69,-81,100.0,10.0
719961920,7,68,-65,100.0,85.0
720319920,16,64,-65,100.0,237.0
721717632,3,70,-65,100.0,560.0
722118632,2,69,-69,100.0,
722718920,6,68,-65,100.0,
722959920,11,67,-94,100.0,
723307920,13,66,-65,100.0,587.0
724458920,14,66,-94,100.0,171.0
725320920,12,67,-65,100.0,308.0
726348920,15,64,-65,100.0,213.0
727019632,5,70,-94,100.0,358.0
727432920,10,67,-65,100.0,271.0
727681920,9,68,-65,100.0,437.0
727816920,8,69,-94,100.0,
728553632,4,70,-81,100.0,
729042920,7,69,-65,100.0,67.0
731046920,16,65,-65,100.0,249.0
731402632,3,71,-65,100.0,554.0
731855632,2,70,-69,100.0,
732554920,11,68,-94,100.0,
732839920,6,69,-65,100.0,
733150920,13,67,-65,100.0,615.0
734223920,14,67,-94,100.0,166.0
734673920,12,68,-65,100.0,315.0
736258632,5,71,-94,100.0,339.0
736604920,15,65,-65,100.0,220.0
737175920,8,70,-94,100.0,
737346920,9,69,-65,100.0,367.0
737882920,10,68,-65,100.0,263.0
738871920,7,70,-65,100.0,94.0
739164632,4,71,-81,100.0,
741382920,16,66,-65,100.0,196.0
741494632,2,71,-69,100.0,
741504632,3,72,-65,100.0,523.0
742491920,6,70,-65,100.0,
742986920,13,68,-65,100.0,601.0
743536920,11,69,-94,100.0,
743622920,14,68,-94,100.0,178.0
744806920,12,69,-65,100.0,275.0
745592920,15,66,-65,100.0,155.0
745961632,5,72,-94,100.0,349.0
746825920,9,70,-65,100.0,377.0
747365920,8,71,-94,100.0,
748737920,7,71,-65,100.0,102.0
748818920,10,69,-65,100.0,219.0
749118632,4,72,-81,100.0,
751920632,2,72,-69,100.0,
752122920,16,67,-65,100.0,194.0
752281632,3,73,-65,100.0,553.0
752843920,11,70,-94,100.0,
753234920,6,71,-65,100.0,
753579920,13,69,-65,100.0,597.0
754507920,14,69,-94,100.0,148.0
754849920,15,67,-65,100.0,196.0
755426920,12,70,-65,100.0,311.0
756416920,9,71,-65,100.0,421.0
756632632,5,73,-94,100.0,339.0
756973920,8,72,-94,100.0,
759087920,10,70,-65,100.0,250.0
759370632,4,73,-81,100.0,
759427920,7,72,-65,100.0,72.0
761382632,3,74,-65,100.0,549.0
762205632,2,73,-69,100.0,
762836920,16,68,-65,100.0,191.0
763129920,13,70,-65,100.0,610.0
763232920,11,71,-94,100.0,
763784920,6,72,-65,100.0,
764076920,14,70,-94,100.0,180.0
764589920,15,68,-65,100.0,216.0
765878920,12,71,-65,100.0,300.0
766236920,8,73,-94,100.0,
766765632,5,74,-94,100.0,351.0
767023920,9,72,-65,100.0,366.0
768481920,7,73,-65,100.0,90.0
768731632,4,74,-81,100.0,
769431920,10,71,-65,100.0,250.0
771002632,3,75,-65,100.0,527.0
771996632,2,74,-69,100.0,
772774096,16,69,-65,100.0,204.0
772949920,6,73,-65,100.0,
773125920,13,71,-65,100.0,755.0
773454920,11,72,-94,100.0,
773763920,14,71,-94,100.0,167.0
774973920,15,69,-65,100.0,236.0
775418920,12,72,-65,100.0,262.0
775488920,8,74,-94,100.0,
776770632,5,75,-94,100.0,348.0
777404920,9,73,-65,100.0,383.0
778359920,7,74,-65,100.0,70.0
778867632,4,75,-81,100.0,10.0
779638920,10,72,-65,100.0,268.0
780268632,3,76,-65,100.0,526.0
781562632,2,75,-69,100.0,
781958920,6,74,-65,100.0,
782208920,13,72,-65,100.0,595.0
782508920,11,73,-94,100.0,
782688920,16,70,-65,100.0,198.0
783793920,14,72,-94,100.0,138.0
784780920,8,75,-94,100.0,
784873920,15,70,-65,100.0,195.0
785736920,12,73,-65,100.0,325.0
786810632,5,76,-94,100.0,366.0
788173920,9,74,-65,100.0,416.0
789253920,7,75,-65,100.0,35.0
789510632,3,77,-65,100.0,548.0
789524632,4,76,-81,100.0,
789837920,10,73,-65,100.0,239.0
791213920,6,75,-65,100.0,
791398632,2,76,-69,100.0,
791770920,13,73,-65,100.0,593.0
792071920,11,74,-94,100.0,
793152920,16,71,-65,100.0,259.0
793944920,8,76,-94,100.0,
794652920,14,73,-94,100.0,180.0
795519920,12,74,-65,100.0,335.0
795840096,15,71,-65,100.0,219.0
796477632,5,77,-94,100.0,355.0
798473920,9,75,-65,100.0,429.0
799123920,7,76,-65,100.0,89.0
799308632,4,77,-81,100.0,
799528920,10,74,-65,100.0,270.0
799986632,3,78,-65,100.0,548.0
800527632,2,77,-69,100.0,
801177920,6,76,-65,100.0,
802541920,13,74,-65,100.0,568.0
802610920,11,75,-94,100.0,
803154920,8,77,-94,100.0,
803928920,16,72,-65,100.0,196.0
804243920,14,74,-94,100.0,122.0
805065920,15,72,-65,100.0,180.0
805202920,12,75,-65,100.0,295.0
807415632,5,78,-94,100.0,344.0
808583096,10,75,-65,100.0,243.0
809354632,4,78,-81,100.0,
809430920,9,76,-65,100.0,466.0
809764808,7,77,-65,100.0,61.0
810539632,3,79,-65,100.0,539.0
811257632,2,78,-69,100.0,
811572920,6,77,-65,100.0,
811739920,11,76,-94,100.0,
811795920,13,75,-65,100.0,606.0
813021920,16,73,-65,100.0,210.0
813757920,14,75,-94,100.0,180.0
814165920,8,78,-94,100.0,
814918920,12,76,-65,100.0,333.0
815653096,15,73,-65,100.0,187.0
818014920,10,76,-65,100.0,262.0
818057632,5,79,-94,100.0,350.0
818796632,4,79,-81,100.0,6.0
818838808,7,78,-65,100.0,31.0
819644920,9,77,-65,100.0,449.0
820793920,6,78,-65,100.0,
820928632,3,80,-65,100.0,539.0
821460920,11,77,-94,100.0,
821846632,2,79,-69,100.0,
822065096,13,76,-65,100.0,580.0
822857920,16,74,-65,100.0,265.0
824247920,14,76,-94,100.0,191.0
824361920,8,79,-94,100.0,
824926920,12,77,-65,100.0,331.0
825006920,15,74,-65,100.0,224.0
827144920,10,77,-65,100.0,251.0
828101632,4,80,-81,100.0,
828641920,7,79,-65,100.0,84.0
828788632,5,80,-94,100.0,345.0
829825096,9,78,-65,100.0,393.0
830313632,3,81,-65,100.0,560.0
830432920,6,79,-65,100.0,
831194920,11,78,-94,100.0,
831660632,2,80,-69,100.0,
832036920,13,77,-65,100.0,605.0
833216920,16,75,-65,100.0,220.0
833788920,8,80,-94,100.0,
833932920,14,77,-94,100.0,175.0
834920920,12,78,-65,100.0,298.0
835112920,15,75,-65,100.0,244.0
837483920,10,78,-65,100.0,230.0
837645632,4,81,-81,100.0,
838364632,5,81,-94,100.0,369.0
838546920,7,80,-65,100.0,82.0
839734920,9,79,-65,100.0,399.0
839852920,6,80,-65,100.0,
840424632,3,82,-65,100.0,551.0
840822920,11,79,-94,100.0,
841586632,2,81,-69,100.0,
842178920,13,78,-65,100.0,633.0
842529920,16,76,-65,100.0,245.0
843807920,14,78,-94,100.0,174.0
843839496,8,81,-94,100.0,
844784920,12,79,-65,100.0,294.0
845600920,15,76,-65,100.0,211.0
847250920,10,79,-65,100.0,229.0
847705632,4,82,-81,100.0,
847914632,5,82,-94,100.0,355.0
848223920,7,81,-65,100.0,61.0
849474920,9,80,-65,100.0,410.0
849484920,6,81,-65,100.0,
849819632,3,83,-65,100.0,530.0
850027920,11,80,-94,100.0,
851861632,2,82,-69,100.0,
852383920,13,79,-65,100.0,606.0
853415920,16,77,-65,100.0,206.0
854233920,12,80,-65,100.0,334.0
854378920,14,79,-94,100.0,177.0
854807920,8,82,-94,100.0,
856445920,15,77,-65,100.0,193.0
856969920,10,80,-65,100.0,247.0
857244632,5,83,-94,100.0,363.0
858128632,4,83,-81,100.0,
858665920,7,82,-65,100.0,71.0
859315632,3,84,-65,100.0,530.0
859615920,9,81,-65,100.0,414.0
859987920,6,82,-65,100.0,
860947920,11,81,-94,100.0,
861877920,13,80,-65,100.0,630.0
862134632,2,83,-69,100.0,
863444920,12,81,-65,100.0,297.0
863681920,14,80,-94,100.0,156.0
863876920,16,78,-65,100.0,261.0
864153920,8,83,-94,100.0,
865982920,15,78,-65,100.0,196.0
867107920,10,81,-65,100.0,233.0
868053632,4,84,-81,100.0,
868136632,5,84,-94,100.0,372.0
868338920,7,83,-65,100.0,48.0
868714632,3,85,-65,100.0,536.0
869333920,9,82,-65,100.0,381.0
869700920,6,83,-65,100.0,
870899920,11,82,-94,100.0,
871982632,2,84,-69,100.0,
872130920,13,81,-65,100.0,640.0
873395096,12,82,-65,100.0,275.0
873998920,14,81,-94,100.0,168.0
874249920,8,84,-94,100.0,
874626920,16,79,-65,100.0,226.0
875425920,15,79,-65,100.0,252.0
877345920,10,82,-65,100.0,245.0
877566632,5,85,-94,100.0,360.0
878152632,4,85,-81,100.0,
878385920,7,84,-65,100.0,56.0
879187920,9,83,-65,100.0,414.0
879289632,3,86,-65,100.0,524.0
879845920,6,84,-65,100.0,
881113920,11,83,-94,100.0,
881216920,13,82,-65,100.0,571.0
882076632,2,85,-69,100.0,
882624096,12,83,-65,100.0,327.0
883781920,8,85,-94,100.0,
883882920,14,82,-94,100.0,201.0
884928920,16,80,-65,100.0,236.0
886215920,15,80,-65,100.0,212.0
887260920,10,83,-65,100.0,262.0
888035632,5,86,-94,100.0,371.0
888832920,9,84,-65,100.0,398.0
888943632,3,87,-65,100.0,535.0
889062632,4,86,-81,100.0,
889346920,7,85,-65,100.0,71.0
890047920,6,85,-65,100.0,
890922920,11,84,-94,100.0,
891350920,13,83,-65,100.0,571.0
892514920,12,84,-65,100.0,327.0
892819632,2,86,-69,100.0,
893517920,8,86,-94,100.0,
894596920,14,83,-94,100.0,196.0
894784920,16,81,-65,100.0,264.0
895631920,15,81,-65,100.0,224.0
897082920,10,84,-65,100.0,293.0
898549632,5,87,-94,100.0,341.0
898597632,3,88,-65,100.0,547.0
898603632,4,87,-81,100.0,8.0
899358920,9,85,-65,100.0,384.0
899476920,7,86,-65,100.0,88.0
900399920,6,86,-65,100.0,
900685920,11,85,-94,100.0,
901393920,13,84,-65,100.0,623.0
901965920,12,85,-65,100.0,339.0
902717632,2,87,-69,100.0,
903239920,8,87,-94,100.0,
904825120,16,82,-65,100.0,249.0
904933920,14,84,-94,100.0,271.0
905288920,15,82,-65,100.0,225.0
907393920,10,85,-65,100.0,240.0
907725632,4,88,-81,100.0,
908146632,5,88,-94,100.0,342.0
908803920,7,87,-65,100.0,53.0
909097632,3,89,-65,100.0,547.0
909258920,9,86,-65,100.0,390.0
909882920,6,87,-65,100.0,
910937920,13,85,-65,100.0,638.0
911189920,11,86,-94,100.0,
911965632,2,88,-69,100.0,
912476920,12,86,-65,100.0,314.0
914158920,8,88,-94,100.0,
914529920,15,83,-65,100.0,175.0
914619920,14,85,-94,100.0,158.0
915789920,16,83,-65,100.0,224.0
917401920,10,86,-65,100.0,228.0
917623632,5,89,-94,100.0,351.0
918381632,3,90,-65,100.0,522.0
918521920,7,88,-65,100.0,55.0
918540632,4,89,-81,100.0,
919482920,9,87,-65,100.0,399.0
919851920,6,88,-65,100.0,
920454920,13,86,-65,100.0,588.0
921173632,2,89,-69,100.0,
922069920,11,87,-94,100.0,
922523920,12,87,-65,100.0,342.0
923960920,15,84,-65,100.0,232.0
924256920,8,89,-94,100.0,
925128920,16,84,-65,100.0,228.0
925516920,14,86,-94,100.0,107.0
926663632,5,90,-94,100.0,349.0
927539632,3,91,-65,100.0,549.0
927555632,4,90,-81,100.0,1.0
928312920,10,87,-65,100.0,250.0
928538920,9,88,-65,100.0,396.0
929462920,7,89,-65,100.0,104.0
929732920,6,89,-65,100.0,
930471920,13,87,-65,100.0,612.0
931247632,2,90,-69,100.0,
931492920,12,88,-65,100.0,302.0
932592920,11,88,-94,100.0,
933392920,8,90,-94,100.0,
934278920,15,85,-65,100.0,181.0
934410920,16,85,-65,100.0,189.0
935136920,14,87,-94,100.0,170.0
936547632,5,91,-94,100.0,375.0
936782632,4,91,-81,100.0,11.0
937673632,3,92,-65,100.0,539.0
937968920,10,88,-65,100.0,298.0
938729920,7,90,-65,100.0,57.0
939445920,9,89,-65,100.0,434.0
939599920,13,88,-65,100.0,607.0
940591920,6,90,-65,100.0,
941589632,2,91,-69,100.0,
942221920,12,89,-65,100.0,326.0
943380096,11,89,-94,100.0,
944072920,8,91,-94,100.0,
944186920,16,86,-65,100.0,258.0
944409920,14,88,-94,100.0,173.0
944703920,15,86,-65,100.0,255.0
946139632,5,92,-94,100.0,364.0
946147896,4,92,-81,100.0,5.0
947500920,10,89,-65,100.0,253.0
948636632,3,93,-65,100.0,534.0
948762920,7,91,-65,100.0,81.0
949026920,9,90,-65,100.0,428.0
949861920,6,91,-65,100.0,
949884920,13,89,-65,100.0,627.0
952064632,2,92,-69,100.0,
952504096,12,90,-65,100.0,261.0
953399920,11,90,-94,100.0,
954528920,16,87,-65,100.0,216.0
954710920,14,89,-94,100.0,144.0
954803920,8,92,-94,100.0,
955119920,15,87,-65,100.0,188.0
955923632,4,93,-81,100.0,
956478632,5,93,-94,100.0,347.0
957529920,10,90,-65,100.0,252.0
958077632,3,94,-65,100.0,546.0
958144920,9,91,-65,100.0,423.0
958824920,7,92,-65,100.0,73.0
959931920,13,90,-65,100.0,622.0
959993920,6,92,-65,100.0,
961928632,2,93,-69,100.0,
963190920,11,91,-94,100.0,
963226096,12,91,-65,100.0,302.0
963894920,16,88,-65,100.0,201.0
964458920,14,90,-94,100.0,132.0
965257920,15,88,-65,100.0,229.0
965365632,4,94,-81,100.0,
965419920,8,93,-94,100.0,
965862632,5,94,-94,100.0,369.0
966541920,10,91,-65,100.0,259.0
968255632,3,95,-65,100.0,546.0
968345920,9,92,-65,100.0,393.0
969129920,7,93,-65,100.0,81.0
970619920,13,91,-65,100.0,614.0
970656320,6,93,-65,100.0,
972073632,2,94,-69,100.0,
973142920,11,92,-94,100.0,
973679920,12,92,-65,100.0,313.0
973816920,16,89,-65,100.0,259.0
974355920,14,91,-94,100.0,164.0
974748920,8,94,-94,100.0,
974912920,15,89,-65,100.0,215.0
975769632,5,95,-94,100.0,378.0
976182632,4,95,-81,100.0,
976637920,10,92,-65,100.0,244.0
978448920,7,94,-65,100.0,93.0
978797632,3,96,-65,100.0,522.0
979029920,9,93,-65,100.0,396.0
979841920,13,92,-65,100.0,656.0
980914920,6,94,-65,100.0,
982782632,2,95,-69,100.0,
982832920,16,90,-65,100.0,215.0
983019920,11,93,-94,100.0,
984020920,8,95,-94,100.0,
984285920,15,90,-65,100.0,210.0
984657920,12,93,-65,100.0,291.0
985275920,14,92,-94,100.0,162.0
985381632,5,96,-94,100.0,343.0
985677920,10,93,-65,100.0,229.0
985870632,4,96,-81,100.0,
988343920,7,95,-65,100.0,79.0
988976920,13,93,-65,100.0,598.0
989074632,3,97,-65,100.0,556.0
989797920,9,94,-65,100.0,413.0
991392920,6,95,-65,100.0,
991856920,16,91,-65,100.0,223.0
992111920,11,94,-94,100.0,
992926632,2,96,-69,100.0,
993368920,8,96,-94,100.0,
993895920,15,91,-65,100.0,182.0
994434920,12,94,-65,100.0,362.0
994698632,5,97,-94,100.0,341.0
995964920,10,94,-65,100.0,233.0
996178920,14,93,-94,100.0,175.0
996313632,4,97,-81,100.0,11.0
997777920,7,96,-65,100.0,101.0
998226632,3,98,-65,100.0,552.0
999071920,13,94,-65,100.0,628.0
999117920,9,95,-65,100.0,392.0
1001992952,6,96,-65,100.0,
1002795952,16,92,-65,100.0,202.0
1002823952,8,97,-94,100.0,
1003074952,11,95,-94,100.0,
1003447664,2,97,-69,100.0,
1003687952,15,92,-65,100.0,253.0
1003755664,5,98,-94,100.0,356.0
1003847952,12,95,-65,100.0,465.0
1006403952,10,95,-65,100.0,265.0
1006785952,14,94,-94,100.0,202.0
1007186664,4,98,-81,100.0,
1008335664,3,99,-65,100.0,560.0
1008574952,9,96,-65,100.0,397.0
1008610128,7,97,-65,100.0,81.0
1009157952,13,95,-65,100.0,622.0
1012269952,16,93,-65,100.0,202.0
1012549664,2,98,-69,100.0,
1012721952,6,97,-65,100.0,
1012742952,8,98,-94,100.0,
1013334952,11,96,-94,100.0,
1013494952,15,93,-65,100.0,314.0
1013679664,5,99,-94,100.0,369.0
1014071952,12,96,-65,100.0,327.0
1016582664,4,99,-81,100.0,
1016924952,10,96,-65,100.0,238.0
1017134952,14,95,-94,100.0,189.0
1019196696,3,100,-65,100.0,553.0
1019499952,9,97,-65,100.0,408.0
1019611952,7,98,-65,100.0,82.0
1019884160,13,96,-65,100.0,610.0
1022457664,2,99,-69,100.0,
1022680952,8,99,-94,100.0,
1022842952,16,94,-65,100.0,212.0
1022965952,6,98,-65,100.0,
1023182952,15,94,-65,100.0,179.0
1023570952,11,97,-94,100.0,
1024022952,12,97,-65,100.0,296.0
1024362696,5,100,-94,100.0,342.0
1025909696,4,100,-81,100.0,
1026147952,10,97,-65,100.0,266.0
1027420952,14,96,-94,100.0,190.0
1029092696,3,101,-65,100.0,523.0
1029242952,9,98,-65,100.0,409.0
1029404952,7,99,-65,100.0,62.0
1030443952,13,97,-65,100.0,618.0
1031807984,8,100,-94,100.0,
1032285696,2,100,-69,100.0,
1032924952,16,95,-65,100.0,243.0
1033270952,6,99,-65,100.0,
1033656952,12,98,-65,100.0,339.0
1033682952,11,98,-94,100.0,
1033965952,15,95,-65,100.0,242.0
1034366696,5,101,-94,100.0,343.0
1036228952,10,98,-65,100.0,239.0
1036383696,4,101,-81,100.0,
1037042952,14,97,-94,100.0,150.0
1038699984,7,100,-65,100.0,52.0
1039349952,9,99,-65,100.0,439.0
1039841696,3,102,-65,100.0,539.0
1040546952,13,98,-65,100.0,582.0
1041323696,2,101,-69,100.0,
1041641984,8,101,-94,100.0,
1043196952,16,96,-65,100.0,207.0
1043327952,15,96,-65,100.0,213.0
1043962952,11,99,-94,100.0,
1044082984,6,100,-65,100.0,
1044541696,5,102,-94,100.0,343.0
1044554952,12,99,-65,100.0,322.0
1046667696,4,102,-81,100.0,3.0
1046750952,10,99,-65,100.0,312.0
1046829952,14,98,-94,100.0,213.0
1049168696,3,103,-65,100.0,553.0
1049665984,7,101,-65,100.0,96.0
1049920984,9,100,-65,100.0,383.0
1050120952,13,99,-65,100.0,666.0
1051157984,8,102,-94,100.0,
1052242696,2,102,-69,100.0,
1053284952,16,97,-65,100.0,195.0
1053454984,11,100,-94,100.0,
1054015984,6,101,-65,100.0,
1054146952,15,97,-65,100.0,166.0
1055127696,5,103,-94,100.0,360.0
1055134984,12,100,-65,100.0,287.0
1056509952,14,99,-94,100.0,160.0
1056657696,4,103,-81,100.0,
1057126984,10,100,-65,100.0,273.0
1058652696,3,104,-65,100.0,558.0
1059817984,13,100,-65,100.0,636.0
1060202984,9,101,-65,100.0,431.0
1060255984,7,102,-65,100.0,86.0
1061289984,8,103,-94,100.0,
1062239696,2,103,-69,100.0,
1062597984,11,101,-94,100.0,
1063865952,16,98,-65,100.0,208.0
1064486952,15,98,-65,100.0,190.0
1064698984,6,102,-65,100.0,
1065515696,5,104,-94,100.0,369.0
