run_name,seed,imin,imax,k,tx_range,nb_nodes,send_interval,objective_function,n_samples,pdr_window_mean,delay_avg_ms_mean,rssi_avg_mean,etx_mean,radio_tx_percent_mean,energy_estimated_mj_mean,energy_radio_tx_mj_mean
run_0515_cfg_172_seed_2_mrhof,2,8,18,5,50.0,16,20,MRHOF,855,100.0,144.42456140350876,-69.66666666666667,1.025906432748538,0.1332562686824843,3473.6641942119304,4.173586223157894
run_0516_cfg_172_seed_3_mrhof,3,8,18,5,50.0,16,20,MRHOF,855,100.0,146.98713450292396,-71.46666666666667,1.0364561403508772,0.1338329341970098,3473.6627410021056,4.191647545263158
run_0532_cfg_178_seed_1_mrhof,1,8,18,5,60.0,12,5,MRHOF,627,99.98226475279108,97.1818181818182,-68.63636363636364,1.012822966507177,0.2531788629981019,3473.3619892669863,7.929561967464114
run_0533_cfg_178_seed_2_mrhof,2,8,18,5,60.0,12,5,MRHOF,627,99.96810207336524,97.12759170653908,-67.45454545454545,1.0152791068580542,0.2546437784799982,3473.3587695655506,7.975445351196171
run_0534_cfg_178_seed_3_mrhof,3,8,18,5,60.0,12,5,MRHOF,627,99.9535885167464,97.414673046252,-66.27272727272727,1.0125518341307815,0.2542006249752948,3473.3591270698566,7.961563314832535
run_0535_cfg_179_seed_1_of0,1,8,18,5,60.0,12,5,OF0,627,99.91846889952151,97.11642743221692,-69.18181818181819,1.0123125996810207,0.2527752035970751,3473.3630064842105,7.916919410526315
run_0536_cfg_179_seed_2_of0,2,8,18,5,60.0,12,5,OF0,627,99.98405103668262,97.51355661881978,-67.04306220095694,1.0187719298245614,0.2564120562336831,3473.3538416153115,8.030825638277511
run_0537_cfg_179_seed_3_of0,3,8,18,5,60.0,12,5,OF0,627,99.96810207336524,97.39074960127591,-69.20574162679426,1.0127591706539074,0.2538801275917065,3473.360222078469,7.951525596172248
run_0538_cfg_180_seed_1_mrhof,1,8,18,5,60.0,12,10,MRHOF,627,99.97341307814992,95.11802232854863,-68.9090909090909,1.008548644338118,0.1409564699627857,3473.6447896956943,4.414756639234449
run_0539_cfg_180_seed_2_mrhof,2,8,18,5,60.0,12,10,MRHOF,627,100.0,94.725677830941,-69.81818181818181,1.0114513556618818,0.1415227219564061,3473.6433627406705,4.432491651674641
run_0540_cfg_180_seed_3_mrhof,3,8,18,5,60.0,12,10,MRHOF,627,100.0,94.72727272727272,-64.9090909090909,1.0094098883572566,0.1412946513911752,3473.6439374775123,4.425348493779904
run_0541_cfg_181_seed_1_of0,1,8,18,5,60.0,12,10,OF0,627,99.96810207336524,94.79425837320574,-68.64752791068581,1.0076236044657096,0.1410369831095687,3473.64458680957,4.417278223923445
run_0542_cfg_181_seed_2_of0,2,8,18,5,60.0,12,10,OF0,627,100.0,97.45773524720892,-68.12599681020734,1.0116267942583732,0.1469381742110275,3473.6297157818185,4.602103854545455
run_0543_cfg_181_seed_3_of0,3,8,18,5,60.0,12,10,OF0,627,99.97341307814992,95.62998405103669,-70.09409888357257,1.0097288676236045,0.1414671071832109,3473.6435028746414,4.43074998660287
run_0544_cfg_182_seed_1_of0,1,8,18,5,60.0,12,20,OF0,627,99.94682615629984,93.0207336523126,-70.02711323763955,1.0133333333333334,0.0779873150811183,3473.8034719387565,2.442563046889952
run_0545_cfg_182_seed_2_of0,2,8,18,5,60.0,12,20,OF0,627,100.0,98.48006379585328,-66.34290271132376,1.0139712918660286,0.0831323779066472,3473.7905064114834,2.603706028708133
run_0546_cfg_182_seed_3_of0,3,8,18,5,60.0,12,20,OF0,627,100.0,93.54226475279108,-68.10845295055822,1.012822966507177,0.078068495813889,3473.803267391388,2.4451052784689
run_0547_cfg_183_seed_1_of0,1,8,18,5,60.0,16,5,OF0,855,99.88304093567253,126.92280701754386,-71.56023391812866,1.0317543859649123,0.3512308196081617,3473.1148983073685,11.000549608421052
run_0548_cfg_183_seed_2_of0,2,8,18,5,60.0,16,5,OF0,855,99.9329941520468,126.1204678362573,-69.70526315789473,1.0289941520467836,0.3514013517069584,3473.1143391410533,11.005890004210526
run_0549_cfg_183_seed_3_of0,3,8,18,5,60.0,16,5,OF0,855,99.882783625731,126.35555555555555,-71.03508771929825,1.0299298245614037,0.3502547339911507,3473.117358063158,10.969978357894735
run_0550_cfg_184_seed_1_mrhof,1,8,18,5,60.0,16,10,MRHOF,855,99.95711111111112,122.69122807017544,-68.73333333333333,1.0225964912280705,0.1925401783502696,3473.5147987480705,6.0303584168421045
run_0551_cfg_184_seed_2_mrhof,2,8,18,5,60.0,16,10,MRHOF,855,100.0,121.63625730994151,-72.43040935672515,1.0169707602339182,0.1945325217267707,3473.509778043509,6.092758602105262
run_0552_cfg_184_seed_3_mrhof,3,8,18,5,60.0,16,10,MRHOF,855,100.0,122.4233918128655,-65.26666666666667,1.0198713450292398,0.1928546120649644,3473.5140063775443,6.040206450526315
run_0553_cfg_185_seed_1_mrhof,1,8,18,5,60.0,16,20,MRHOF,855,99.96100584795322,120.3122807017544,-69.46666666666667,1.019391812865497,0.1045411453509144,3473.736556311579,3.274228698947368
run_0554_cfg_185_seed_2_mrhof,2,8,18,5,60.0,16,20,MRHOF,855,100.0,119.2280701754386,-70.26666666666667,1.018888888888889,0.1054063625730994,3473.7343759663163,3.3013272757894736
run_0555_cfg_185_seed_3_mrhof,3,8,18,5,60.0,16,20,MRHOF,855,100.0,119.2233918128655,-71.21637426900585,1.0175906432748538,0.1046588012077818,3473.7362598063164,3.277913835789473
run_0574_cfg_192_seed_1_mrhof,1,8,18,10,40.0,12,5,MRHOF,627,99.82564593301436,142.31738437001596,-73.63636363636364,1.0503030303030303,0.4055969708792888,3472.9778956631585,12.703296757894735
run_0575_cfg_192_seed_2_mrhof,2,8,18,10,40.0,12,5,MRHOF,627,99.95215311004785,141.16267942583733,-73.36363636363636,1.0489314194577353,0.4068288111643049,3472.9747913875603,12.74187846889952
run_0576_cfg_192_seed_3_mrhof,3,8,18,10,40.0,12,5,MRHOF,627,99.8082615629984,141.1451355661882,-73.63636363636364,1.0401754385964914,0.4045167248642729,3472.981163043062,12.66947315598086
run_0577_cfg_193_seed_1_of0,1,8,18,10,40.0,12,5,OF0,627,99.77135566188198,142.41626794258374,-73.67304625199363,1.0464912280701757,0.4055992849642962,3472.9778897684214,12.703370021052631
run_0578_cfg_193_seed_2_of0,2,8,18,10,40.0,12,5,OF0,627,99.96810207336524,141.11004784688996,-73.32535885167464,1.0467145135566187,0.406465413543614,3472.975707161723,12.73049670430622
run_0579_cfg_193_seed_3_of0,3,8,18,10,40.0,12,5,OF0,627,99.90251993620414,141.28070175438597,-73.6762360446571,1.0468421052631578,0.4057784850334144,3472.9774381779907,12.708982644976077
run_0580_cfg_194_seed_1_mrhof,1,8,18,10,40.0,12,10,MRHOF,627,99.97341307814992,136.39234449760767,-73.63636363636364,1.028979266347687,0.2207877295479907,3473.4436149205744,6.915071701435406
run_0581_cfg_194_seed_2_mrhof,2,8,18,10,40.0,12,10,MRHOF,627,100.0,136.49441786283893,-73.36363636363636,1.0290111642743225,0.2215725975692764,3473.4416370755985,6.939653488995215
run_0582_cfg_194_seed_3_mrhof,3,8,18,10,40.0,12,10,MRHOF,627,99.96810207336524,137.60925039872407,-73.63636363636364,1.029872408293461,0.2212361500797661,3473.4424848995222,6.929116248803828
run_0583_cfg_195_seed_1_of0,1,8,18,10,40.0,12,10,OF0,627,99.88303030303032,137.65390749601275,-73.54704944178629,1.0253907496012755,0.2211578030737308,3473.4426823196177,6.926662599043063
run_0584_cfg_195_seed_2_of0,2,8,18,10,40.0,12,10,OF0,627,99.93620414673046,136.01594896331738,-73.68261562998406,1.028341307814992,0.2211383610408717,3473.4427313531105,6.926053182775119
run_0585_cfg_195_seed_3_of0,3,8,18,10,40.0,12,10,OF0,627,99.97341307814992,135.38277511961724,-73.72727272727273,1.0187878787878788,0.2199956133847708,3473.4456110392343,6.890262798086124
run_0586_cfg_196_seed_1_mrhof,1,8,18,10,40.0,12,20,MRHOF,627,99.81390749601276,134.9170653907496,-73.63636363636364,1.033540669856459,0.1184239447102604,3473.7015716593305,3.709037948325359
run_0587_cfg_196_seed_2_mrhof,2,8,18,10,40.0,12,20,MRHOF,627,100.0,132.49122807017545,-73.27272727272727,1.0193620414673046,0.1181413702911756,3473.702283743541,3.7001877588516745
run_0588_cfg_196_seed_3_mrhof,3,8,18,10,40.0,12,20,MRHOF,627,100.0,133.02551834130782,-73.63636363636364,1.0271929824561403,0.1180863160108181,3473.702422484211,3.698463410526315
run_0589_cfg_197_seed_1_of0,1,8,18,10,40.0,12,20,OF0,627,99.7607336523126,134.25199362041468,-73.66985645933015,1.0284370015948965,0.1184137799043062,3473.701597274641,3.708719586602871
run_0590_cfg_197_seed_2_of0,2,8,18,10,40.0,12,20,OF0,627,99.94682615629984,133.72727272727272,-73.3652312599681,1.0197607655502392,0.1179032686849028,3473.7028837741627,3.692730235406698
run_0591_cfg_197_seed_3_of0,3,8,18,10,40.0,12,20,OF0,627,99.92025518341308,133.72089314194577,-73.70813397129187,1.0251196172248804,0.1182748372036109,3473.7019474220097,3.7043677550239233
run_0592_cfg_198_seed_1_mrhof,1,8,18,10,40.0,16,5,MRHOF,855,99.6613567251462,187.72280701754383,-76.89122807017544,1.0952163742690058,0.5501908775987273,3472.613518989474,17.23197827368421
run_0593_cfg_198_seed_2_mrhof,2,8,18,10,40.0,16,5,MRHOF,855,99.90381286549707,186.50058479532163,-76.66666666666667,1.091157894736842,0.5537375831260813,3472.6042161375444,17.34305450105263
run_0594_cfg_198_seed_3_mrhof,3,8,18,10,40.0,16,5,MRHOF,855,99.69171929824562,187.35555555555555,-76.90409356725146,1.0985730994152048,0.5512763052098517,3472.610776129123,17.265973844210524
run_0595_cfg_199_seed_1_of0,1,8,18,10,40.0,16,5,OF0,855,99.72811695906432,187.66666666666663,-76.90058479532163,1.103906432748538,0.5625772955295237,3472.5823052182463,17.619920858947367
run_0596_cfg_199_seed_2_of0,2,8,18,10,40.0,16,5,OF0,855,99.71077192982456,190.28538011695903,-76.71695906432748,1.1165263157894736,0.5717103919475384,3472.5592896505264,17.90597148631579
run_0597_cfg_199_seed_3_of0,3,8,18,10,40.0,16,5,OF0,855,99.81366081871344,189.8830409356725,-76.84678362573099,1.109157894736842,0.5696909692558012,3472.5643787340355,17.842721448421052
run_0598_cfg_200_seed_1_of0,1,8,18,10,40.0,16,10,OF0,855,99.7309941520468,178.3485380116959,-76.95906432748538,1.0590760233918128,0.3016489065260049,3473.239844721404,9.447644176842104
run_0599_cfg_200_seed_2_of0,2,8,18,10,40.0,16,10,OF0,855,99.953216374269,176.446783625731,-76.58245614035087,1.0583040935672514,0.3003095163563452,3473.2432200084213,9.405694181052633
run_0600_cfg_200_seed_3_of0,3,8,18,10,40.0,16,10,OF0,855,99.86354385964913,173.58245614035087,-77.09473684210526,1.0425029239766082,0.2921895360623782,3473.263682369123,9.151376269473683
run_0601_cfg_201_seed_1_mrhof,1,8,18,10,40.0,16,20,MRHOF,855,99.92201169590643,170.81988304093568,-76.86666666666666,1.0369473684210526,0.1557582035119086,3473.6074893192986,4.878347031578947
run_0602_cfg_201_seed_2_mrhof,2,8,18,10,40.0,16,20,MRHOF,855,99.96100584795322,168.9578947368421,-76.93333333333334,1.0320701754385964,0.1556102916544322,3473.607862063158,4.873714357894737
run_0603_cfg_201_seed_3_mrhof,3,8,18,10,40.0,16,20,MRHOF,855,99.8635321637427,170.16140350877194,-77.2,1.0405146198830408,0.155258369816898,3473.608748906667,4.86269216
run_0604_cfg_202_seed_1_of0,1,8,18,10,40.0,16,20,OF0,855,99.96100584795322,172.46783625730995,-76.88304093567251,1.0449005847953217,0.156511348548782,3473.6055914105264,4.9019353263157885
run_0605_cfg_202_seed_2_of0,2,8,18,10,40.0,16,20,OF0,854,99.8048243559719,171.44496487119437,-76.62177985948477,1.0382669789227168,0.1610504459048447,3473.594152878689,5.044099936299765
run_0606_cfg_202_seed_3_of0,3,8,18,10,40.0,16,20,OF0,855,99.88301754385964,169.16608187134503,-77.2140350877193,1.0441169590643276,0.1555412685158142,3473.6080359971934,4.871552606315789
run_0622_cfg_208_seed_1_mrhof,1,8,18,10,50.0,12,5,MRHOF,627,99.97097288676235,113.66507177033492,-69.72727272727273,1.0229505582137162,0.3115232858038306,3473.21496129378,9.75690963444976
run_0623_cfg_208_seed_2_mrhof,2,8,18,10,50.0,12,5,MRHOF,627,99.98405103668262,113.40829346092504,-69.54545454545455,1.028181818181818,0.3123612927577895,3473.212849531101,9.783155827751196
run_0624_cfg_208_seed_3_mrhof,3,8,18,10,50.0,12,5,MRHOF,627,99.98405103668262,112.93301435406698,-69.72727272727273,1.0171132376395535,0.3107270400370742,3473.2169678622013,9.731970855502391
run_0625_cfg_209_seed_1_of0,1,8,18,10,50.0,12,5,OF0,627,99.96810207336524,113.46570972886762,-69.61722488038278,1.0240829346092504,0.3116677731332443,3473.2145972133976,9.761434633492822
run_0626_cfg_209_seed_2_of0,2,8,18,10,50.0,12,5,OF0,627,99.93763955342902,113.70334928229666,-70.53748006379585,1.0255502392344498,0.3120694083376199,3473.2130894354077,9.77401325167464
run_0627_cfg_209_seed_3_of0,3,8,18,10,50.0,12,5,OF0,627,99.96810207336524,113.20893141945774,-69.92185007974481,1.025470494417863,0.3123759202829838,3473.2128466449767,9.783614055502392
run_0628_cfg_210_seed_1_mrhof,1,8,18,10,50.0,12,10,MRHOF,627,100.0,110.23285486443382,-69.72727272727273,1.014066985645933,0.1718758070686731,3473.5668729569384,5.383150392344497
run_0629_cfg_210_seed_2_mrhof,2,8,18,10,50.0,12,10,MRHOF,627,100.0,110.15948963317383,-69.36363636363636,1.0183253588516747,0.1732030011315756,3473.56324856268,5.424716577990431
run_0630_cfg_210_seed_3_mrhof,3,8,18,10,50.0,12,10,MRHOF,627,100.0,110.377990430622,-69.27272727272727,1.0109888357256778,0.1716330190807954,3473.5674847770338,5.375546342583732
run_0631_cfg_211_seed_1_of0,1,8,18,10,50.0,12,10,OF0,627,100.0,109.46570972886762,-68.17543859649123,1.0100318979266347,0.172073472021647,3473.5663748516754,5.389341129186603
run_0632_cfg_211_seed_2_of0,2,8,18,10,50.0,12,10,OF0,627,99.96810207336524,108.34928229665071,-70.79744816586921,1.0099840510366829,0.1720454652826051,3473.566445427751,5.38846396937799
run_0633_cfg_211_seed_3_of0,3,8,18,10,50.0,12,10,OF0,627,99.97341307814992,109.7639553429027,-70.1866028708134,1.0125837320574165,0.1718267091972355,3473.566996692823,5.381612532057416
run_0634_cfg_212_seed_1_mrhof,1,8,18,10,50.0,12,20,MRHOF,627,100.0,108.66985645933016,-68.18181818181819,1.0128070175438595,0.0937344603809071,3473.7637891598088,2.935763299521531
run_0635_cfg_212_seed_2_mrhof,2,8,18,10,50.0,12,20,MRHOF,627,100.0,109.4481658692185,-69.36363636363636,1.0197288676236045,0.0944731491126107,3473.761927655503,2.9588991387559807
run_0636_cfg_212_seed_3_mrhof,3,8,18,10,50.0,12,20,MRHOF,627,100.0,107.4768740031898,-69.9090909090909,1.014768740031898,0.0941040274857509,3473.7628578449767,2.947338212440191
run_0637_cfg_213_seed_1_of0,1,8,18,10,50.0,12,20,OF0,627,100.0,108.3237639553429,-68.10526315789474,1.0146570972886764,0.0940676019179839,3473.762949642106,2.9461973052631576
run_0638_cfg_213_seed_2_of0,2,8,18,10,50.0,12,20,OF0,627,100.0,108.74162679425838,-69.74481658692186,1.0169696969696969,0.0941853694843168,3473.7626528689,2.949885772248804
run_0639_cfg_213_seed_3_of0,3,8,18,10,50.0,12,20,OF0,627,100.0,108.63317384370016,-68.22966507177034,1.013939393939394,0.0940566719829877,3473.762977186603,2.9458549665071767
run_0640_cfg_214_seed_1_mrhof,1,8,18,10,50.0,16,5,MRHOF,855,99.87083040935671,160.35087719298247,-73.8,1.064877192982456,0.4632551678738655,3472.832596962808,14.50915203368421
run_0641_cfg_214_seed_2_mrhof,2,8,18,10,50.0,16,5,MRHOF,855,99.93087719298244,157.89473684210526,-71.13333333333334,1.0657543859649123,0.4637125102258536,3472.8314444631583,14.523475957894735
run_0642_cfg_214_seed_3_mrhof,3,8,18,10,50.0,16,5,MRHOF,855,99.88409356725144,158.8654970760234,-72.90994152046784,1.0613333333333337,0.4595034698046777,3472.842051256141,14.39164867368421
run_0643_cfg_215_seed_1_of0,1,8,18,10,50.0,16,5,OF0,855,99.85702923976608,159.95906432748538,-72.42456140350878,1.0559883040935674,0.4688415567585436,3472.8185191915795,14.684118618947366
run_0644_cfg_215_seed_2_of0,2,8,18,10,50.0,16,5,OF0,855,99.87424561403508,158.93216374269005,-71.91695906432749,1.0647134502923976,0.4671342669908796,3472.822821681404,14.630644816842103
run_0645_cfg_215_seed_3_of0,3,8,18,10,50.0,16,5,OF0,855,99.83469005847954,157.9438596491228,-72.70409356725146,1.0539649122807018,0.459643951382102,3472.841697336141,14.39604739368421
run_0646_cfg_216_seed_1_mrhof,1,8,18,10,50.0,16,10,MRHOF,855,99.9766081871345,149.71695906432748,-72.46666666666667,1.0267134502923978,0.2487612163351787,3473.373121734737,7.791201296842105
run_0647_cfg_216_seed_2_mrhof,2,8,18,10,50.0,16,10,MRHOF,855,99.98050292397662,149.2736842105263,-70.33333333333333,1.0361520467836256,0.2513449491169157,3473.3666107228078,7.87212387368421
run_0648_cfg_216_seed_3_mrhof,3,8,18,10,50.0,16,10,MRHOF,855,99.93371929824562,149.90292397660818,-72.13333333333334,1.0253333333333332,0.2474116327827968,3473.376522683509,7.748932362105262
run_0649_cfg_217_seed_1_of0,1,8,18,10,50.0,16,10,OF0,855,100.0,149.6327485380117,-72.446783625731,1.028783625730994,0.2493128293053379,3473.3717316771936,7.808477726315789
run_0650_cfg_217_seed_2_of0,2,8,18,10,50.0,16,10,OF0,855,99.9766081871345,150.7029239766082,-72.05964912280702,1.038233918128655,0.2517024707563777,3473.3657097712285,7.883321414736842
run_0651_cfg_217_seed_3_of0,3,8,18,10,50.0,16,10,OF0,855,99.91811695906432,150.67251461988303,-71.57543859649122,1.0288070175438595,0.2490936335258358,3473.372283974737,7.801613456842105
run_0652_cfg_218_seed_1_mrhof,1,8,18,10,50.0,16,20,MRHOF,855,99.96100584795322,146.81286549707602,-71.53333333333333,1.02446783625731,0.1340672124756335,3473.662150624561,4.198985094736842
run_0653_cfg_218_seed_2_mrhof,2,8,18,10,50.0,16,20,MRHOF,855,100.0,145.21286549707602,-69.66666666666667,1.023672514619883,0.134004224353288,3473.662309350176,4.197012362105262
run_0654_cfg_218_seed_3_mrhof,3,8,18,10,50.0,16,20,MRHOF,855,100.0,145.0456140350877,-71.93333333333334,1.0275906432748538,0.1338863294118332,3473.662606444913,4.193319898947368
run_0655_cfg_219_seed_1_of0,1,8,18,10,50.0,16,20,OF0,855,100.0,147.8374269005848,-70.69239766081871,1.030748538011696,0.1352624064338219,3473.659138728421,4.236418661052632
run_0656_cfg_219_seed_2_of0,2,8,18,10,50.0,16,20,OF0,855,99.96100584795322,147.0690058479532,-69.92046783625732,1.027169590643275,0.1354720139154849,3473.658610520702,4.242983528421052
run_0657_cfg_219_seed_3_of0,3,8,18,10,50.0,16,20,OF0,855,99.92201169590643,146.26900584795322,-71.54853801169591,1.0338011695906433,0.135058089668616,3473.6596536140355,4.230019368421052
run_0673_cfg_225_seed_1_of0,1,8,18,10,60.0,12,5,OF0,627,99.95215311004785,97.69856459330144,-69.69218500797449,1.0138596491228071,0.2543236789641261,3473.3591043291867,7.965417622966507
run_0674_cfg_225_seed_2_of0,2,8,18,10,60.0,12,5,OF0,627,100.0,96.41148325358851,-67.72727272727273,1.0121690590111645,0.2552401067943936,3473.356794932058,7.99412013014354
run_0675_cfg_225_seed_3_of0,3,8,18,10,60.0,12,5,OF0,627,99.96631578947368,97.37639553429028,-69.7177033492823,1.010207336523126,0.2537918133886976,3473.360444631579,7.948759578947368
run_0676_cfg_226_seed_1_mrhof,1,8,18,10,60.0,12,10,MRHOF,627,99.94151515151516,95.60765550239236,-68.9090909090909,1.011786283891547,0.1419007328595082,3473.642410151196,4.44433097799043
run_0677_cfg_226_seed_2_mrhof,2,8,18,10,60.0,12,10,MRHOF,627,99.96810207336524,93.54704944178629,-69.81818181818181,1.0077033492822969,0.1415114288673024,3473.6433911961726,4.432137990430622
run_0678_cfg_226_seed_3_mrhof,3,8,18,10,60.0,12,10,MRHOF,627,99.97341307814992,94.81020733652312,-65.9090909090909,1.0090271132376396,0.1420547579196078,3473.6420220095697,4.449155023923445
run_0679_cfg_227_seed_1_of0,1,8,18,10,60.0,12,10,OF0,627,99.96810207336524,95.481658692185,-69.26953748006379,1.007799043062201,0.1413947033390845,3473.6436853435407,4.428482158851675
run_0680_cfg_227_seed_2_of0,2,8,18,10,60.0,12,10,OF0,627,99.97341307814992,94.65390749601276,-69.48484848484848,1.009792663476874,0.1427839878365886,3473.640184352153,4.471994480382775
run_0681_cfg_227_seed_3_of0,3,8,18,10,60.0,12,10,OF0,627,100.0,94.725677830941,-68.28389154704944,1.0062041467304623,0.1421235279380932,3473.641848704307,4.45130896076555
run_0682_cfg_228_seed_1_mrhof,1,8,18,10,60.0,12,20,MRHOF,627,100.0,94.89473684210526,-69.9090909090909,1.0127113237639551,0.0788240096403149,3473.801363498565,2.468767946411483
run_0683_cfg_228_seed_2_mrhof,2,8,18,10,60.0,12,20,MRHOF,627,100.0,92.66507177033492,-69.81818181818181,1.0103668261563,0.0786637133166373,3473.801767448804,2.463747422009569
run_0684_cfg_228_seed_3_mrhof,3,8,18,10,60.0,12,20,MRHOF,627,100.0,94.49920255183412,-68.81818181818181,1.0171291866028709,0.0789887097820726,3473.8009484555027,2.4739263387559807
run_0685_cfg_229_seed_1_mrhof,1,8,18,10,60.0,16,5,MRHOF,855,99.8484912280702,126.65380116959064,-69.66666666666667,1.0350526315789474,0.3504497447950546,3473.116866599298,10.976086551578948
run_0686_cfg_229_seed_2_mrhof,2,8,18,10,60.0,16,5,MRHOF,855,99.88042105263158,126.2502923976608,-70.4,1.0324444444444445,0.3523944119023492,3473.111966068772,11.03699314526316
run_0687_cfg_229_seed_3_mrhof,3,8,18,10,60.0,16,5,MRHOF,855,99.86280701754386,126.61052631578949,-70.13333333333334,1.0337426900584796,0.3511012784522898,3473.114859505965,10.996486922105262
run_0688_cfg_230_seed_1_of0,1,8,18,10,60.0,16,5,OF0,855,99.84743859649124,126.39298245614034,-71.21637426900585,1.0338362573099416,0.3509742760979797,3473.115544802807,10.99251459368421
run_0689_cfg_230_seed_2_of0,2,8,18,10,60.0,16,5,OF0,855,99.90853801169592,125.7298245614035,-68.19883040935673,1.0278362573099415,0.3505181684689704,3473.1166942371933,10.97822876631579
run_0690_cfg_230_seed_3_of0,3,8,18,10,60.0,16,5,OF0,855,99.84769590643276,126.16140350877193,-71.0233918128655,1.0281052631578946,0.3510352375761839,3473.115391185965,10.994423831578947
run_0691_cfg_231_seed_1_mrhof,1,8,18,10,60.0,16,10,MRHOF,855,99.93761403508772,121.78479532163745,-68.73333333333333,1.0164444444444445,0.1926284912280702,3473.514576202105,6.0331243452631576
run_0692_cfg_231_seed_2_mrhof,2,8,18,10,60.0,16,10,MRHOF,855,99.953216374269,121.9029239766082,-72.13333333333334,1.0190175438596492,0.1932172934500203,3473.513092418246,6.051565658947368
run_0693_cfg_231_seed_3_mrhof,3,8,18,10,60.0,16,10,MRHOF,855,100.0,122.60350877192982,-66.53333333333333,1.0201169590643275,0.1937190662245029,3473.5117857010528,6.067281094736842
run_0694_cfg_232_seed_1_of0,1,8,18,10,60.0,16,20,OF0,855,99.92201169590643,119.27953216374269,-72.05263157894737,1.010608187134503,0.1052705646241997,3473.734718175439,3.2970741052631576
run_0695_cfg_232_seed_2_of0,2,8,18,10,60.0,16,20,OF0,855,100.0,119.39649122807018,-71.17076023391813,1.020573099415205,0.1065188305507232,3473.7315725473686,3.3361697684210525
run_0696_cfg_232_seed_3_of0,3,8,18,10,60.0,16,20,OF0,855,99.96100584795322,118.2093567251462,-70.69356725146199,1.01306432748538,0.1052824171539961,3473.7346883087725,3.297445305263158
run_0706_cfg_236_seed_1_of0,1,8,20,0,40.0,12,10,OF0,627,99.96810207336524,135.5980861244019,-73.63636363636364,1.023205741626794,0.2187735967934285,3473.44869050335,6.851989458373205
run_0707_cfg_236_seed_2_of0,2,8,20,0,40.0,12,10,OF0,627,99.91492822966508,135.83732057416267,-73.41307814992025,1.0247208931419458,0.2199433697436511,3473.44574270622,6.888626365550238
run_0708_cfg_236_seed_3_of0,3,8,20,0,40.0,12,10,OF0,627,100.0,135.79106858054226,-73.64752791068581,1.019505582137161,0.2186413616632415,3473.4490237703358,6.84784742583732
run_0709_cfg_237_seed_1_of0,1,8,20,0,40.0,12,20,OF0,627,99.94682615629984,133.43859649122808,-73.725677830941,1.02207336523126,0.1172271731070131,3473.704587513876,3.6715551846889953
run_0710_cfg_237_seed_2_of0,2,8,20,0,40.0,12,20,OF0,627,100.0,134.32216905901117,-73.33811802232854,1.0318979266347688,0.1176236257309941,3473.703588463158,3.683971957894737
run_0711_cfg_237_seed_3_of0,3,8,20,0,40.0,12,20,OF0,627,99.89365231259968,135.85167464114832,-73.72727272727273,1.0329665071770335,0.1178768442336266,3473.702950331101,3.691903027751196
run_0712_cfg_238_seed_1_mrhof,1,8,20,0,40.0,16,5,MRHOF,855,99.51720467836256,187.50994152046783,-76.86666666666666,1.0922690058479532,0.5504992881125423,3472.6123589249128,17.241635823157893
run_0713_cfg_238_seed_2_mrhof,2,8,20,0,40.0,16,5,MRHOF,855,99.78633918128656,186.9520467836257,-76.6,1.1102923976608186,0.5523171859515906,3472.6081607129827,17.29857399578947
run_0714_cfg_238_seed_3_mrhof,3,8,20,0,40.0,16,5,MRHOF,855,99.67976608187134,185.62923976608187,-76.91461988304094,1.0894035087719298,0.5495934035038375,3472.6148886821056,17.213264909473683
run_0715_cfg_239_seed_1_of0,1,8,20,0,40.0,16,5,OF0,855,99.70553216374267,190.13567251461987,-76.79298245614035,1.1057076023391812,0.5621333241024509,3472.5834239607025,17.60601648842105
run_0716_cfg_239_seed_2_of0,2,8,20,0,40.0,16,5,OF0,855,99.79934502923976,191.7894736842105,-77.17894736842105,1.1057076023391812,0.5761402615048623,3472.548126590878,18.044712370526312
run_0717_cfg_239_seed_3_of0,3,8,20,0,40.0,16,5,OF0,855,99.56801169590642,194.3719298245614,-76.89941520467836,1.1042690058479532,0.5923550511958802,3472.506991475088,18.552562812631574
run_0718_cfg_240_seed_1_of0,1,8,20,0,40.0,16,10,OF0,855,99.89472514619884,174.75672514619882,-76.87368421052632,1.0542690058479531,0.2947434490296463,3473.2572438259654,9.231364496842104
run_0719_cfg_240_seed_2_of0,2,8,20,0,40.0,16,10,OF0,855,99.89472514619884,173.5625730994152,-77.20116959064327,1.0418947368421054,0.2931295763039837,3473.2613134708777,9.180818290526314
run_0720_cfg_240_seed_3_of0,3,8,20,0,40.0,16,10,OF0,855,99.91032748538012,173.97894736842105,-77.05614035087719,1.0430409356725143,0.2926347802459819,3473.2625603256142,9.16532166736842
run_0721_cfg_241_seed_1_mrhof,1,8,20,0,40.0,16,20,MRHOF,855,99.96100584795322,169.89941520467838,-76.86783625730995,1.0424093567251462,0.1542215916085477,3473.611493681404,4.83022144
run_0722_cfg_241_seed_2_mrhof,2,8,20,0,40.0,16,20,MRHOF,855,99.96100584795322,171.1964912280702,-76.93333333333334,1.0440116959064327,0.1554920881555498,3473.6081599438603,4.870012126315789
run_0723_cfg_241_seed_3_mrhof,3,8,20,0,40.0,16,20,MRHOF,855,99.80502923976609,172.6701754385965,-77.12397660818714,1.0604561403508772,0.1559193294346978,3473.6070832898254,4.883393397894736
