run_name,config_id,seed,imin,imax,k,tx_range,nb_nodes,send_interval,objective_function,status,rows_added,error
run_0459_cfg_046_seed_9_mrhof,46,9,8,16,5,40.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0460_cfg_046_seed_10_mrhof,46,10,8,16,5,40.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0461_cfg_047_seed_1_of0,47,1,8,16,5,40.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0462_cfg_047_seed_2_of0,47,2,8,16,5,40.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0463_cfg_047_seed_3_of0,47,3,8,16,5,40.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0464_cfg_047_seed_4_of0,47,4,8,16,5,40.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0465_cfg_047_seed_5_of0,47,5,8,16,5,40.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0466_cfg_047_seed_6_of0,47,6,8,16,5,40.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0467_cfg_047_seed_7_of0,47,7,8,16,5,40.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0468_cfg_047_seed_8_of0,47,8,8,16,5,40.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0469_cfg_047_seed_9_of0,47,9,8,16,5,40.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0470_cfg_047_seed_10_of0,47,10,8,16,5,40.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0471_cfg_048_seed_1_mrhof,48,1,8,16,5,50.0,12,5,MRHOF,SUCCESS,627,
run_0472_cfg_048_seed_2_mrhof,48,2,8,16,5,50.0,12,5,MRHOF,SUCCESS,627,
run_0473_cfg_048_seed_3_mrhof,48,3,8,16,5,50.0,12,5,MRHOF,SUCCESS,627,
run_0474_cfg_048_seed_4_mrhof,48,4,8,16,5,50.0,12,5,MRHOF,SUCCESS,627,
run_0475_cfg_048_seed_5_mrhof,48,5,8,16,5,50.0,12,5,MRHOF,SUCCESS,627,
run_0476_cfg_048_seed_6_mrhof,48,6,8,16,5,50.0,12,5,MRHOF,SUCCESS,627,
run_0477_cfg_048_seed_7_mrhof,48,7,8,16,5,50.0,12,5,MRHOF,SUCCESS,627,
run_0478_cfg_048_seed_8_mrhof,48,8,8,16,5,50.0,12,5,MRHOF,SUCCESS,627,
run_0479_cfg_048_seed_9_mrhof,48,9,8,16,5,50.0,12,5,MRHOF,SUCCESS,627,
run_0480_cfg_048_seed_10_mrhof,48,10,8,16,5,50.0,12,5,MRHOF,SUCCESS,627,
run_0481_cfg_049_seed_1_mrhof,49,1,8,16,5,50.0,12,10,MRHOF,SUCCESS,627,
run_0482_cfg_049_seed_2_mrhof,49,2,8,16,5,50.0,12,10,MRHOF,SUCCESS,627,
run_0483_cfg_049_seed_3_mrhof,49,3,8,16,5,50.0,12,10,MRHOF,SUCCESS,627,
run_0484_cfg_049_seed_4_mrhof,49,4,8,16,5,50.0,12,10,MRHOF,SUCCESS,627,
run_0485_cfg_049_seed_5_mrhof,49,5,8,16,5,50.0,12,10,MRHOF,SUCCESS,627,
run_0486_cfg_049_seed_6_mrhof,49,6,8,16,5,50.0,12,10,MRHOF,SUCCESS,627,
run_0487_cfg_049_seed_7_mrhof,49,7,8,16,5,50.0,12,10,MRHOF,SUCCESS,627,
run_0488_cfg_049_seed_8_mrhof,49,8,8,16,5,50.0,12,10,MRHOF,SUCCESS,627,
run_0489_cfg_049_seed_9_mrhof,49,9,8,16,5,50.0,12,10,MRHOF,SUCCESS,627,
run_0490_cfg_049_seed_10_mrhof,49,10,8,16,5,50.0,12,10,MRHOF,SUCCESS,627,
run_0491_cfg_050_seed_1_of0,50,1,8,16,5,50.0,12,10,OF0,SUCCESS,627,
run_0492_cfg_050_seed_2_of0,50,2,8,16,5,50.0,12,10,OF0,SUCCESS,627,
run_0493_cfg_050_seed_3_of0,50,3,8,16,5,50.0,12,10,OF0,SUCCESS,627,
run_0494_cfg_050_seed_4_of0,50,4,8,16,5,50.0,12,10,OF0,SUCCESS,627,
run_0495_cfg_050_seed_5_of0,50,5,8,16,5,50.0,12,10,OF0,SUCCESS,627,
run_0496_cfg_050_seed_6_of0,50,6,8,16,5,50.0,12,10,OF0,SUCCESS,627,
run_0497_cfg_050_seed_7_of0,50,7,8,16,5,50.0,12,10,OF0,SUCCESS,627,
run_0498_cfg_050_seed_8_of0,50,8,8,16,5,50.0,12,10,OF0,SUCCESS,627,
run_0499_cfg_050_seed_9_of0,50,9,8,16,5,50.0,12,10,OF0,SUCCESS,627,
run_0500_cfg_050_seed_10_of0,50,10,8,16,5,50.0,12,10,OF0,SUCCESS,627,
run_0501_cfg_051_seed_1_mrhof,51,1,8,16,5,50.0,12,20,MRHOF,SUCCESS,627,
run_0502_cfg_051_seed_2_mrhof,51,2,8,16,5,50.0,12,20,MRHOF,SUCCESS,627,
run_0503_cfg_051_seed_3_mrhof,51,3,8,16,5,50.0,12,20,MRHOF,SUCCESS,627,
run_0504_cfg_051_seed_4_mrhof,51,4,8,16,5,50.0,12,20,MRHOF,SUCCESS,627,
run_0505_cfg_051_seed_5_mrhof,51,5,8,16,5,50.0,12,20,MRHOF,SUCCESS,627,
run_0506_cfg_051_seed_6_mrhof,51,6,8,16,5,50.0,12,20,MRHOF,SUCCESS,627,
run_0507_cfg_051_seed_7_mrhof,51,7,8,16,5,50.0,12,20,MRHOF,SUCCESS,627,
run_0508_cfg_051_seed_8_mrhof,51,8,8,16,5,50.0,12,20,MRHOF,SUCCESS,627,
run_0509_cfg_051_seed_9_mrhof,51,9,8,16,5,50.0,12,20,MRHOF,SUCCESS,627,
run_0510_cfg_051_seed_10_mrhof,51,10,8,16,5,50.0,12,20,MRHOF,SUCCESS,627,
run_0511_cfg_052_seed_1_of0,52,1,8,16,5,50.0,12,20,OF0,SUCCESS,627,
run_0512_cfg_052_seed_2_of0,52,2,8,16,5,50.0,12,20,OF0,SUCCESS,627,
run_0513_cfg_052_seed_3_of0,52,3,8,16,5,50.0,12,20,OF0,SUCCESS,627,
run_0514_cfg_052_seed_4_of0,52,4,8,16,5,50.0,12,20,OF0,SUCCESS,627,
run_0515_cfg_052_seed_5_of0,52,5,8,16,5,50.0,12,20,OF0,SUCCESS,627,
run_0516_cfg_052_seed_6_of0,52,6,8,16,5,50.0,12,20,OF0,SUCCESS,627,
run_0517_cfg_052_seed_7_of0,52,7,8,16,5,50.0,12,20,OF0,SUCCESS,627,
run_0518_cfg_052_seed_8_of0,52,8,8,16,5,50.0,12,20,OF0,SUCCESS,627,
run_0519_cfg_052_seed_9_of0,52,9,8,16,5,50.0,12,20,OF0,SUCCESS,627,
run_0520_cfg_052_seed_10_of0,52,10,8,16,5,50.0,12,20,OF0,SUCCESS,627,
run_0521_cfg_053_seed_1_mrhof,53,1,8,16,5,50.0,16,5,MRHOF,SUCCESS,855,
run_0522_cfg_053_seed_2_mrhof,53,2,8,16,5,50.0,16,5,MRHOF,SUCCESS,855,
run_0523_cfg_053_seed_3_mrhof,53,3,8,16,5,50.0,16,5,MRHOF,SUCCESS,855,
run_0524_cfg_053_seed_4_mrhof,53,4,8,16,5,50.0,16,5,MRHOF,SUCCESS,855,
run_0525_cfg_053_seed_5_mrhof,53,5,8,16,5,50.0,16,5,MRHOF,SUCCESS,855,
run_0526_cfg_053_seed_6_mrhof,53,6,8,16,5,50.0,16,5,MRHOF,SUCCESS,855,
run_0527_cfg_053_seed_7_mrhof,53,7,8,16,5,50.0,16,5,MRHOF,SUCCESS,855,
run_0528_cfg_053_seed_8_mrhof,53,8,8,16,5,50.0,16,5,MRHOF,SUCCESS,855,
run_0529_cfg_053_seed_9_mrhof,53,9,8,16,5,50.0,16,5,MRHOF,SUCCESS,855,
run_0530_cfg_053_seed_10_mrhof,53,10,8,16,5,50.0,16,5,MRHOF,SUCCESS,855,
run_0531_cfg_054_seed_1_of0,54,1,8,16,5,50.0,16,5,OF0,SUCCESS,855,
run_0532_cfg_054_seed_2_of0,54,2,8,16,5,50.0,16,5,OF0,SUCCESS,855,
run_0533_cfg_054_seed_3_of0,54,3,8,16,5,50.0,16,5,OF0,SUCCESS,855,
run_0534_cfg_054_seed_4_of0,54,4,8,16,5,50.0,16,5,OF0,SUCCESS,855,
run_0535_cfg_054_seed_5_of0,54,5,8,16,5,50.0,16,5,OF0,SUCCESS,855,
run_0536_cfg_054_seed_6_of0,54,6,8,16,5,50.0,16,5,OF0,SUCCESS,855,
run_0537_cfg_054_seed_7_of0,54,7,8,16,5,50.0,16,5,OF0,SUCCESS,855,
run_0538_cfg_054_seed_8_of0,54,8,8,16,5,50.0,16,5,OF0,SUCCESS,855,
run_0539_cfg_054_seed_9_of0,54,9,8,16,5,50.0,16,5,OF0,SUCCESS,855,
run_0540_cfg_054_seed_10_of0,54,10,8,16,5,50.0,16,5,OF0,SUCCESS,855,
run_0541_cfg_055_seed_1_mrhof,55,1,8,16,5,50.0,16,10,MRHOF,SUCCESS,855,
run_0542_cfg_055_seed_2_mrhof,55,2,8,16,5,50.0,16,10,MRHOF,SUCCESS,855,
run_0543_cfg_055_seed_3_mrhof,55,3,8,16,5,50.0,16,10,MRHOF,SUCCESS,855,
run_0544_cfg_055_seed_4_mrhof,55,4,8,16,5,50.0,16,10,MRHOF,SUCCESS,855,
run_0545_cfg_055_seed_5_mrhof,55,5,8,16,5,50.0,16,10,MRHOF,SUCCESS,855,
run_0546_cfg_055_seed_6_mrhof,55,6,8,16,5,50.0,16,10,MRHOF,SUCCESS,855,
run_0547_cfg_055_seed_7_mrhof,55,7,8,16,5,50.0,16,10,MRHOF,SUCCESS,855,
run_0548_cfg_055_seed_8_mrhof,55,8,8,16,5,50.0,16,10,MRHOF,SUCCESS,855,
run_0549_cfg_055_seed_9_mrhof,55,9,8,16,5,50.0,16,10,MRHOF,SUCCESS,855,
run_0550_cfg_055_seed_10_mrhof,55,10,8,16,5,50.0,16,10,MRHOF,SUCCESS,855,
run_0551_cfg_056_seed_1_of0,56,1,8,16,5,50.0,16,10,OF0,SUCCESS,855,
run_0552_cfg_056_seed_2_of0,56,2,8,16,5,50.0,16,10,OF0,SUCCESS,855,
run_0553_cfg_056_seed_3_of0,56,3,8,16,5,50.0,16,10,OF0,SUCCESS,855,
run_0554_cfg_056_seed_4_of0,56,4,8,16,5,50.0,16,10,OF0,SUCCESS,855,
run_0555_cfg_056_seed_5_of0,56,5,8,16,5,50.0,16,10,OF0,SUCCESS,855,
run_0556_cfg_056_seed_6_of0,56,6,8,16,5,50.0,16,10,OF0,SUCCESS,855,
run_0557_cfg_056_seed_7_of0,56,7,8,16,5,50.0,16,10,OF0,SUCCESS,855,
run_0558_cfg_056_seed_8_of0,56,8,8,16,5,50.0,16,10,OF0,SUCCESS,855,
run_0559_cfg_056_seed_9_of0,56,9,8,16,5,50.0,16,10,OF0,SUCCESS,855,
run_0560_cfg_056_seed_10_of0,56,10,8,16,5,50.0,16,10,OF0,SUCCESS,855,
run_0561_cfg_057_seed_1_mrhof,57,1,8,16,5,50.0,16,20,MRHOF,SUCCESS,855,
run_0562_cfg_057_seed_2_mrhof,57,2,8,16,5,50.0,16,20,MRHOF,SUCCESS,855,
run_0563_cfg_057_seed_3_mrhof,57,3,8,16,5,50.0,16,20,MRHOF,SUCCESS,855,
run_0564_cfg_057_seed_4_mrhof,57,4,8,16,5,50.0,16,20,MRHOF,SUCCESS,855,
run_0565_cfg_057_seed_5_mrhof,57,5,8,16,5,50.0,16,20,MRHOF,SUCCESS,855,
run_0566_cfg_057_seed_6_mrhof,57,6,8,16,5,50.0,16,20,MRHOF,SUCCESS,855,
run_0567_cfg_057_seed_7_mrhof,57,7,8,16,5,50.0,16,20,MRHOF,SUCCESS,855,
run_0568_cfg_057_seed_8_mrhof,57,8,8,16,5,50.0,16,20,MRHOF,SUCCESS,855,
run_0569_cfg_057_seed_9_mrhof,57,9,8,16,5,50.0,16,20,MRHOF,SUCCESS,855,
run_0570_cfg_057_seed_10_mrhof,57,10,8,16,5,50.0,16,20,MRHOF,SUCCESS,855,
run_0571_cfg_058_seed_1_of0,58,1,8,16,5,50.0,16,20,OF0,SUCCESS,855,
run_0572_cfg_058_seed_2_of0,58,2,8,16,5,50.0,16,20,OF0,SUCCESS,855,
run_0573_cfg_058_seed_3_of0,58,3,8,16,5,50.0,16,20,OF0,SUCCESS,855,
run_0574_cfg_058_seed_4_of0,58,4,8,16,5,50.0,16,20,OF0,SUCCESS,855,
run_0575_cfg_058_seed_5_of0,58,5,8,16,5,50.0,16,20,OF0,SUCCESS,855,
run_0576_cfg_058_seed_6_of0,58,6,8,16,5,50.0,16,20,OF0,SUCCESS,855,
run_0577_cfg_058_seed_7_of0,58,7,8,16,5,50.0,16,20,OF0,SUCCESS,855,
run_0578_cfg_058_seed_8_of0,58,8,8,16,5,50.0,16,20,OF0,SUCCESS,855,
run_0579_cfg_058_seed_9_of0,58,9,8,16,5,50.0,16,20,OF0,SUCCESS,855,
run_0580_cfg_058_seed_10_of0,58,10,8,16,5,50.0,16,20,OF0,SUCCESS,855,
run_0581_cfg_059_seed_1_mrhof,59,1,8,16,5,50.0,20,10,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0582_cfg_059_seed_2_mrhof,59,2,8,16,5,50.0,20,10,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0583_cfg_059_seed_3_mrhof,59,3,8,16,5,50.0,20,10,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0584_cfg_059_seed_4_mrhof,59,4,8,16,5,50.0,20,10,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0585_cfg_059_seed_5_mrhof,59,5,8,16,5,50.0,20,10,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0586_cfg_059_seed_6_mrhof,59,6,8,16,5,50.0,20,10,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0587_cfg_059_seed_7_mrhof,59,7,8,16,5,50.0,20,10,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0588_cfg_059_seed_8_mrhof,59,8,8,16,5,50.0,20,10,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0589_cfg_059_seed_9_mrhof,59,9,8,16,5,50.0,20,10,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0590_cfg_059_seed_10_mrhof,59,10,8,16,5,50.0,20,10,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0591_cfg_060_seed_1_mrhof,60,1,8,16,5,50.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0592_cfg_060_seed_2_mrhof,60,2,8,16,5,50.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0593_cfg_060_seed_3_mrhof,60,3,8,16,5,50.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0594_cfg_060_seed_4_mrhof,60,4,8,16,5,50.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0595_cfg_060_seed_5_mrhof,60,5,8,16,5,50.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0596_cfg_060_seed_6_mrhof,60,6,8,16,5,50.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0597_cfg_060_seed_7_mrhof,60,7,8,16,5,50.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0598_cfg_060_seed_8_mrhof,60,8,8,16,5,50.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0599_cfg_060_seed_9_mrhof,60,9,8,16,5,50.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0600_cfg_060_seed_10_mrhof,60,10,8,16,5,50.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0601_cfg_061_seed_1_of0,61,1,8,16,5,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0602_cfg_061_seed_2_of0,61,2,8,16,5,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0603_cfg_061_seed_3_of0,61,3,8,16,5,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0604_cfg_061_seed_4_of0,61,4,8,16,5,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0605_cfg_061_seed_5_of0,61,5,8,16,5,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0606_cfg_061_seed_6_of0,61,6,8,16,5,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0607_cfg_061_seed_7_of0,61,7,8,16,5,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0608_cfg_061_seed_8_of0,61,8,8,16,5,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0609_cfg_061_seed_9_of0,61,9,8,16,5,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0610_cfg_061_seed_10_of0,61,10,8,16,5,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0611_cfg_062_seed_1_mrhof,62,1,8,16,5,60.0,12,5,MRHOF,SUCCESS,627,
run_0612_cfg_062_seed_2_mrhof,62,2,8,16,5,60.0,12,5,MRHOF,SUCCESS,627,
run_0613_cfg_062_seed_3_mrhof,62,3,8,16,5,60.0,12,5,MRHOF,SUCCESS,627,
run_0614_cfg_062_seed_4_mrhof,62,4,8,16,5,60.0,12,5,MRHOF,SUCCESS,627,
run_0615_cfg_062_seed_5_mrhof,62,5,8,16,5,60.0,12,5,MRHOF,SUCCESS,627,
run_0616_cfg_062_seed_6_mrhof,62,6,8,16,5,60.0,12,5,MRHOF,SUCCESS,627,
run_0617_cfg_062_seed_7_mrhof,62,7,8,16,5,60.0,12,5,MRHOF,SUCCESS,627,
run_0618_cfg_062_seed_8_mrhof,62,8,8,16,5,60.0,12,5,MRHOF,SUCCESS,627,
run_0619_cfg_062_seed_9_mrhof,62,9,8,16,5,60.0,12,5,MRHOF,SUCCESS,627,
run_0620_cfg_062_seed_10_mrhof,62,10,8,16,5,60.0,12,5,MRHOF,SUCCESS,627,
run_0621_cfg_063_seed_1_of0,63,1,8,16,5,60.0,12,5,OF0,SUCCESS,627,
run_0622_cfg_063_seed_2_of0,63,2,8,16,5,60.0,12,5,OF0,SUCCESS,627,
run_0623_cfg_063_seed_3_of0,63,3,8,16,5,60.0,12,5,OF0,SUCCESS,627,
run_0624_cfg_063_seed_4_of0,63,4,8,16,5,60.0,12,5,OF0,SUCCESS,627,
run_0625_cfg_063_seed_5_of0,63,5,8,16,5,60.0,12,5,OF0,SUCCESS,627,
run_0626_cfg_063_seed_6_of0,63,6,8,16,5,60.0,12,5,OF0,SUCCESS,627,
run_0627_cfg_063_seed_7_of0,63,7,8,16,5,60.0,12,5,OF0,SUCCESS,627,
run_0628_cfg_063_seed_8_of0,63,8,8,16,5,60.0,12,5,OF0,SUCCESS,627,
run_0629_cfg_063_seed_9_of0,63,9,8,16,5,60.0,12,5,OF0,SUCCESS,627,
run_0630_cfg_063_seed_10_of0,63,10,8,16,5,60.0,12,5,OF0,SUCCESS,627,
run_0631_cfg_064_seed_1_mrhof,64,1,8,16,5,60.0,12,10,MRHOF,SUCCESS,627,
run_0632_cfg_064_seed_2_mrhof,64,2,8,16,5,60.0,12,10,MRHOF,SUCCESS,627,
run_0633_cfg_064_seed_3_mrhof,64,3,8,16,5,60.0,12,10,MRHOF,SUCCESS,627,
run_0634_cfg_064_seed_4_mrhof,64,4,8,16,5,60.0,12,10,MRHOF,SUCCESS,627,
run_0635_cfg_064_seed_5_mrhof,64,5,8,16,5,60.0,12,10,MRHOF,SUCCESS,627,
run_0636_cfg_064_seed_6_mrhof,64,6,8,16,5,60.0,12,10,MRHOF,SUCCESS,627,
run_0637_cfg_064_seed_7_mrhof,64,7,8,16,5,60.0,12,10,MRHOF,SUCCESS,627,
run_0638_cfg_064_seed_8_mrhof,64,8,8,16,5,60.0,12,10,MRHOF,SUCCESS,627,
run_0639_cfg_064_seed_9_mrhof,64,9,8,16,5,60.0,12,10,MRHOF,SUCCESS,627,
run_0640_cfg_064_seed_10_mrhof,64,10,8,16,5,60.0,12,10,MRHOF,SUCCESS,627,
run_0641_cfg_065_seed_1_of0,65,1,8,16,5,60.0,12,10,OF0,SUCCESS,627,
run_0642_cfg_065_seed_2_of0,65,2,8,16,5,60.0,12,10,OF0,SUCCESS,627,
run_0643_cfg_065_seed_3_of0,65,3,8,16,5,60.0,12,10,OF0,SUCCESS,627,
run_0644_cfg_065_seed_4_of0,65,4,8,16,5,60.0,12,10,OF0,SUCCESS,627,
run_0645_cfg_065_seed_5_of0,65,5,8,16,5,60.0,12,10,OF0,SUCCESS,627,
run_0646_cfg_065_seed_6_of0,65,6,8,16,5,60.0,12,10,OF0,SUCCESS,627,
run_0647_cfg_065_seed_7_of0,65,7,8,16,5,60.0,12,10,OF0,SUCCESS,627,
run_0648_cfg_065_seed_8_of0,65,8,8,16,5,60.0,12,10,OF0,SUCCESS,627,
run_0649_cfg_065_seed_9_of0,65,9,8,16,5,60.0,12,10,OF0,SUCCESS,627,
run_0650_cfg_065_seed_10_of0,65,10,8,16,5,60.0,12,10,OF0,SUCCESS,627,
run_0651_cfg_066_seed_1_mrhof,66,1,8,16,5,60.0,12,20,MRHOF,SUCCESS,627,
run_0652_cfg_066_seed_2_mrhof,66,2,8,16,5,60.0,12,20,MRHOF,SUCCESS,627,
run_0653_cfg_066_seed_3_mrhof,66,3,8,16,5,60.0,12,20,MRHOF,SUCCESS,627,
run_0654_cfg_066_seed_4_mrhof,66,4,8,16,5,60.0,12,20,MRHOF,SUCCESS,627,
run_0655_cfg_066_seed_5_mrhof,66,5,8,16,5,60.0,12,20,MRHOF,SUCCESS,627,
run_0656_cfg_066_seed_6_mrhof,66,6,8,16,5,60.0,12,20,MRHOF,SUCCESS,627,
run_0657_cfg_066_seed_7_mrhof,66,7,8,16,5,60.0,12,20,MRHOF,SUCCESS,627,
run_0658_cfg_066_seed_8_mrhof,66,8,8,16,5,60.0,12,20,MRHOF,SUCCESS,627,
run_0659_cfg_066_seed_9_mrhof,66,9,8,16,5,60.0,12,20,MRHOF,SUCCESS,627,
run_0660_cfg_066_seed_10_mrhof,66,10,8,16,5,60.0,12,20,MRHOF,SUCCESS,627,
run_0661_cfg_067_seed_1_of0,67,1,8,16,5,60.0,12,20,OF0,SUCCESS,627,
run_0662_cfg_067_seed_2_of0,67,2,8,16,5,60.0,12,20,OF0,SUCCESS,627,
run_0663_cfg_067_seed_3_of0,67,3,8,16,5,60.0,12,20,OF0,SUCCESS,627,
run_0664_cfg_067_seed_4_of0,67,4,8,16,5,60.0,12,20,OF0,SUCCESS,627,
run_0665_cfg_067_seed_5_of0,67,5,8,16,5,60.0,12,20,OF0,SUCCESS,627,
run_0666_cfg_067_seed_6_of0,67,6,8,16,5,60.0,12,20,OF0,SUCCESS,627,
run_0667_cfg_067_seed_7_of0,67,7,8,16,5,60.0,12,20,OF0,SUCCESS,627,
run_0668_cfg_067_seed_8_of0,67,8,8,16,5,60.0,12,20,OF0,SUCCESS,627,
run_0669_cfg_067_seed_9_of0,67,9,8,16,5,60.0,12,20,OF0,SUCCESS,627,
run_0670_cfg_067_seed_10_of0,67,10,8,16,5,60.0,12,20,OF0,SUCCESS,627,
run_0671_cfg_068_seed_1_mrhof,68,1,8,16,5,60.0,16,5,MRHOF,SUCCESS,855,
run_0672_cfg_068_seed_2_mrhof,68,2,8,16,5,60.0,16,5,MRHOF,SUCCESS,855,
run_0673_cfg_068_seed_3_mrhof,68,3,8,16,5,60.0,16,5,MRHOF,SUCCESS,855,
run_0674_cfg_068_seed_4_mrhof,68,4,8,16,5,60.0,16,5,MRHOF,SUCCESS,855,
run_0675_cfg_068_seed_5_mrhof,68,5,8,16,5,60.0,16,5,MRHOF,SUCCESS,855,
run_0676_cfg_068_seed_6_mrhof,68,6,8,16,5,60.0,16,5,MRHOF,SUCCESS,855,
run_0677_cfg_068_seed_7_mrhof,68,7,8,16,5,60.0,16,5,MRHOF,SUCCESS,855,
run_0678_cfg_068_seed_8_mrhof,68,8,8,16,5,60.0,16,5,MRHOF,SUCCESS,855,
run_0679_cfg_068_seed_9_mrhof,68,9,8,16,5,60.0,16,5,MRHOF,SUCCESS,855,
run_0680_cfg_068_seed_10_mrhof,68,10,8,16,5,60.0,16,5,MRHOF,SUCCESS,855,
run_0681_cfg_069_seed_1_mrhof,69,1,8,16,5,60.0,16,10,MRHOF,SUCCESS,855,
run_0682_cfg_069_seed_2_mrhof,69,2,8,16,5,60.0,16,10,MRHOF,SUCCESS,855,
run_0683_cfg_069_seed_3_mrhof,69,3,8,16,5,60.0,16,10,MRHOF,SUCCESS,855,
run_0684_cfg_069_seed_4_mrhof,69,4,8,16,5,60.0,16,10,MRHOF,SUCCESS,855,
run_0685_cfg_069_seed_5_mrhof,69,5,8,16,5,60.0,16,10,MRHOF,SUCCESS,855,
run_0686_cfg_069_seed_6_mrhof,69,6,8,16,5,60.0,16,10,MRHOF,SUCCESS,855,
run_0687_cfg_069_seed_7_mrhof,69,7,8,16,5,60.0,16,10,MRHOF,SUCCESS,855,
run_0688_cfg_069_seed_8_mrhof,69,8,8,16,5,60.0,16,10,MRHOF,SUCCESS,855,
run_0689_cfg_069_seed_9_mrhof,69,9,8,16,5,60.0,16,10,MRHOF,SUCCESS,855,
run_0690_cfg_069_seed_10_mrhof,69,10,8,16,5,60.0,16,10,MRHOF,SUCCESS,855,
run_0691_cfg_070_seed_1_of0,70,1,8,16,5,60.0,16,10,OF0,SUCCESS,855,
run_0692_cfg_070_seed_2_of0,70,2,8,16,5,60.0,16,10,OF0,SUCCESS,855,
run_0693_cfg_070_seed_3_of0,70,3,8,16,5,60.0,16,10,OF0,SUCCESS,855,
run_0694_cfg_070_seed_4_of0,70,4,8,16,5,60.0,16,10,OF0,SUCCESS,855,
run_0695_cfg_070_seed_5_of0,70,5,8,16,5,60.0,16,10,OF0,SUCCESS,855,
run_0696_cfg_070_seed_6_of0,70,6,8,16,5,60.0,16,10,OF0,SUCCESS,855,
run_0697_cfg_070_seed_7_of0,70,7,8,16,5,60.0,16,10,OF0,SUCCESS,855,
run_0698_cfg_070_seed_8_of0,70,8,8,16,5,60.0,16,10,OF0,SUCCESS,855,
run_0699_cfg_070_seed_9_of0,70,9,8,16,5,60.0,16,10,OF0,SUCCESS,855,
