run_name,config_id,seed,imin,imax,k,tx_range,nb_nodes,send_interval,objective_function,status,rows_added,error
run_0233_cfg_024_seed_3_of0,24,3,8,16,0,50.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0234_cfg_024_seed_4_of0,24,4,8,16,0,50.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0235_cfg_024_seed_5_of0,24,5,8,16,0,50.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0236_cfg_024_seed_6_of0,24,6,8,16,0,50.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0237_cfg_024_seed_7_of0,24,7,8,16,0,50.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0238_cfg_024_seed_8_of0,24,8,8,16,0,50.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0239_cfg_024_seed_9_of0,24,9,8,16,0,50.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0240_cfg_024_seed_10_of0,24,10,8,16,0,50.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0241_cfg_025_seed_1_of0,25,1,8,16,0,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0242_cfg_025_seed_2_of0,25,2,8,16,0,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0243_cfg_025_seed_3_of0,25,3,8,16,0,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0244_cfg_025_seed_4_of0,25,4,8,16,0,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0245_cfg_025_seed_5_of0,25,5,8,16,0,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0246_cfg_025_seed_6_of0,25,6,8,16,0,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0247_cfg_025_seed_7_of0,25,7,8,16,0,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0248_cfg_025_seed_8_of0,25,8,8,16,0,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0249_cfg_025_seed_9_of0,25,9,8,16,0,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0250_cfg_025_seed_10_of0,25,10,8,16,0,50.0,20,20,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0251_cfg_026_seed_1_of0,26,1,8,16,0,60.0,12,5,OF0,SUCCESS,627,
run_0252_cfg_026_seed_2_of0,26,2,8,16,0,60.0,12,5,OF0,SUCCESS,627,
run_0253_cfg_026_seed_3_of0,26,3,8,16,0,60.0,12,5,OF0,SUCCESS,627,
run_0254_cfg_026_seed_4_of0,26,4,8,16,0,60.0,12,5,OF0,SUCCESS,627,
run_0255_cfg_026_seed_5_of0,26,5,8,16,0,60.0,12,5,OF0,SUCCESS,627,
run_0256_cfg_026_seed_6_of0,26,6,8,16,0,60.0,12,5,OF0,SUCCESS,627,
run_0257_cfg_026_seed_7_of0,26,7,8,16,0,60.0,12,5,OF0,SUCCESS,627,
run_0258_cfg_026_seed_8_of0,26,8,8,16,0,60.0,12,5,OF0,SUCCESS,627,
run_0259_cfg_026_seed_9_of0,26,9,8,16,0,60.0,12,5,OF0,SUCCESS,627,
run_0260_cfg_026_seed_10_of0,26,10,8,16,0,60.0,12,5,OF0,SUCCESS,627,
run_0261_cfg_027_seed_1_mrhof,27,1,8,16,0,60.0,12,10,MRHOF,SUCCESS,627,
run_0262_cfg_027_seed_2_mrhof,27,2,8,16,0,60.0,12,10,MRHOF,SUCCESS,627,
run_0263_cfg_027_seed_3_mrhof,27,3,8,16,0,60.0,12,10,MRHOF,SUCCESS,627,
run_0264_cfg_027_seed_4_mrhof,27,4,8,16,0,60.0,12,10,MRHOF,SUCCESS,627,
run_0265_cfg_027_seed_5_mrhof,27,5,8,16,0,60.0,12,10,MRHOF,SUCCESS,627,
run_0266_cfg_027_seed_6_mrhof,27,6,8,16,0,60.0,12,10,MRHOF,SUCCESS,627,
run_0267_cfg_027_seed_7_mrhof,27,7,8,16,0,60.0,12,10,MRHOF,SUCCESS,627,
run_0268_cfg_027_seed_8_mrhof,27,8,8,16,0,60.0,12,10,MRHOF,SUCCESS,627,
run_0269_cfg_027_seed_9_mrhof,27,9,8,16,0,60.0,12,10,MRHOF,SUCCESS,627,
run_0270_cfg_027_seed_10_mrhof,27,10,8,16,0,60.0,12,10,MRHOF,SUCCESS,627,
run_0271_cfg_028_seed_1_of0,28,1,8,16,0,60.0,12,20,OF0,SUCCESS,627,
run_0272_cfg_028_seed_2_of0,28,2,8,16,0,60.0,12,20,OF0,SUCCESS,627,
run_0273_cfg_028_seed_3_of0,28,3,8,16,0,60.0,12,20,OF0,SUCCESS,627,
run_0274_cfg_028_seed_4_of0,28,4,8,16,0,60.0,12,20,OF0,SUCCESS,627,
run_0275_cfg_028_seed_5_of0,28,5,8,16,0,60.0,12,20,OF0,SUCCESS,627,
run_0276_cfg_028_seed_6_of0,28,6,8,16,0,60.0,12,20,OF0,SUCCESS,627,
run_0277_cfg_028_seed_7_of0,28,7,8,16,0,60.0,12,20,OF0,SUCCESS,627,
run_0278_cfg_028_seed_8_of0,28,8,8,16,0,60.0,12,20,OF0,SUCCESS,627,
run_0279_cfg_028_seed_9_of0,28,9,8,16,0,60.0,12,20,OF0,SUCCESS,627,
run_0280_cfg_028_seed_10_of0,28,10,8,16,0,60.0,12,20,OF0,SUCCESS,627,
run_0281_cfg_029_seed_1_mrhof,29,1,8,16,0,60.0,16,5,MRHOF,SUCCESS,855,
run_0282_cfg_029_seed_2_mrhof,29,2,8,16,0,60.0,16,5,MRHOF,SUCCESS,855,
run_0283_cfg_029_seed_3_mrhof,29,3,8,16,0,60.0,16,5,MRHOF,SUCCESS,855,
run_0284_cfg_029_seed_4_mrhof,29,4,8,16,0,60.0,16,5,MRHOF,SUCCESS,855,
run_0285_cfg_029_seed_5_mrhof,29,5,8,16,0,60.0,16,5,MRHOF,SUCCESS,855,
run_0286_cfg_029_seed_6_mrhof,29,6,8,16,0,60.0,16,5,MRHOF,SUCCESS,855,
run_0287_cfg_029_seed_7_mrhof,29,7,8,16,0,60.0,16,5,MRHOF,SUCCESS,855,
run_0288_cfg_029_seed_8_mrhof,29,8,8,16,0,60.0,16,5,MRHOF,SUCCESS,855,
run_0289_cfg_029_seed_9_mrhof,29,9,8,16,0,60.0,16,5,MRHOF,SUCCESS,855,
run_0290_cfg_029_seed_10_mrhof,29,10,8,16,0,60.0,16,5,MRHOF,SUCCESS,855,
run_0291_cfg_030_seed_1_of0,30,1,8,16,0,60.0,16,5,OF0,SUCCESS,855,
run_0292_cfg_030_seed_2_of0,30,2,8,16,0,60.0,16,5,OF0,SUCCESS,855,
run_0293_cfg_030_seed_3_of0,30,3,8,16,0,60.0,16,5,OF0,SUCCESS,855,
run_0294_cfg_030_seed_4_of0,30,4,8,16,0,60.0,16,5,OF0,SUCCESS,855,
run_0295_cfg_030_seed_5_of0,30,5,8,16,0,60.0,16,5,OF0,SUCCESS,855,
run_0296_cfg_030_seed_6_of0,30,6,8,16,0,60.0,16,5,OF0,SUCCESS,855,
run_0297_cfg_030_seed_7_of0,30,7,8,16,0,60.0,16,5,OF0,SUCCESS,855,
run_0298_cfg_030_seed_8_of0,30,8,8,16,0,60.0,16,5,OF0,SUCCESS,855,
run_0299_cfg_030_seed_9_of0,30,9,8,16,0,60.0,16,5,OF0,SUCCESS,855,
run_0300_cfg_030_seed_10_of0,30,10,8,16,0,60.0,16,5,OF0,SUCCESS,855,
run_0301_cfg_031_seed_1_of0,31,1,8,16,0,60.0,16,10,OF0,SUCCESS,855,
run_0302_cfg_031_seed_2_of0,31,2,8,16,0,60.0,16,10,OF0,SUCCESS,855,
run_0303_cfg_031_seed_3_of0,31,3,8,16,0,60.0,16,10,OF0,SUCCESS,855,
run_0304_cfg_031_seed_4_of0,31,4,8,16,0,60.0,16,10,OF0,SUCCESS,855,
run_0305_cfg_031_seed_5_of0,31,5,8,16,0,60.0,16,10,OF0,SUCCESS,855,
run_0306_cfg_031_seed_6_of0,31,6,8,16,0,60.0,16,10,OF0,SUCCESS,855,
run_0307_cfg_031_seed_7_of0,31,7,8,16,0,60.0,16,10,OF0,SUCCESS,855,
run_0308_cfg_031_seed_8_of0,31,8,8,16,0,60.0,16,10,OF0,SUCCESS,855,
run_0309_cfg_031_seed_9_of0,31,9,8,16,0,60.0,16,10,OF0,SUCCESS,855,
run_0310_cfg_031_seed_10_of0,31,10,8,16,0,60.0,16,10,OF0,SUCCESS,855,
run_0311_cfg_032_seed_1_mrhof,32,1,8,16,0,60.0,16,20,MRHOF,SUCCESS,855,
run_0312_cfg_032_seed_2_mrhof,32,2,8,16,0,60.0,16,20,MRHOF,SUCCESS,855,
run_0313_cfg_032_seed_3_mrhof,32,3,8,16,0,60.0,16,20,MRHOF,SUCCESS,855,
run_0314_cfg_032_seed_4_mrhof,32,4,8,16,0,60.0,16,20,MRHOF,SUCCESS,855,
run_0315_cfg_032_seed_5_mrhof,32,5,8,16,0,60.0,16,20,MRHOF,SUCCESS,855,
run_0316_cfg_032_seed_6_mrhof,32,6,8,16,0,60.0,16,20,MRHOF,SUCCESS,855,
run_0317_cfg_032_seed_7_mrhof,32,7,8,16,0,60.0,16,20,MRHOF,SUCCESS,855,
run_0318_cfg_032_seed_8_mrhof,32,8,8,16,0,60.0,16,20,MRHOF,SUCCESS,855,
run_0319_cfg_032_seed_9_mrhof,32,9,8,16,0,60.0,16,20,MRHOF,SUCCESS,855,
run_0320_cfg_032_seed_10_mrhof,32,10,8,16,0,60.0,16,20,MRHOF,SUCCESS,855,
run_0321_cfg_033_seed_1_of0,33,1,8,16,0,60.0,16,20,OF0,SUCCESS,855,
run_0322_cfg_033_seed_2_of0,33,2,8,16,0,60.0,16,20,OF0,SUCCESS,855,
run_0323_cfg_033_seed_3_of0,33,3,8,16,0,60.0,16,20,OF0,SUCCESS,855,
run_0324_cfg_033_seed_4_of0,33,4,8,16,0,60.0,16,20,OF0,SUCCESS,855,
run_0325_cfg_033_seed_5_of0,33,5,8,16,0,60.0,16,20,OF0,SUCCESS,855,
run_0326_cfg_033_seed_6_of0,33,6,8,16,0,60.0,16,20,OF0,SUCCESS,855,
run_0327_cfg_033_seed_7_of0,33,7,8,16,0,60.0,16,20,OF0,SUCCESS,855,
run_0328_cfg_033_seed_8_of0,33,8,8,16,0,60.0,16,20,OF0,SUCCESS,855,
run_0329_cfg_033_seed_9_of0,33,9,8,16,0,60.0,16,20,OF0,SUCCESS,855,
run_0330_cfg_033_seed_10_of0,33,10,8,16,0,60.0,16,20,OF0,SUCCESS,855,
run_0331_cfg_034_seed_1_mrhof,34,1,8,16,0,60.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0332_cfg_034_seed_2_mrhof,34,2,8,16,0,60.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0333_cfg_034_seed_3_mrhof,34,3,8,16,0,60.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0334_cfg_034_seed_4_mrhof,34,4,8,16,0,60.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0335_cfg_034_seed_5_mrhof,34,5,8,16,0,60.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0336_cfg_034_seed_6_mrhof,34,6,8,16,0,60.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0337_cfg_034_seed_7_mrhof,34,7,8,16,0,60.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0338_cfg_034_seed_8_mrhof,34,8,8,16,0,60.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0339_cfg_034_seed_9_mrhof,34,9,8,16,0,60.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0340_cfg_034_seed_10_mrhof,34,10,8,16,0,60.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0341_cfg_035_seed_1_of0,35,1,8,16,0,60.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0342_cfg_035_seed_2_of0,35,2,8,16,0,60.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0343_cfg_035_seed_3_of0,35,3,8,16,0,60.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0344_cfg_035_seed_4_of0,35,4,8,16,0,60.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0345_cfg_035_seed_5_of0,35,5,8,16,0,60.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0346_cfg_035_seed_6_of0,35,6,8,16,0,60.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0347_cfg_035_seed_7_of0,35,7,8,16,0,60.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0348_cfg_035_seed_8_of0,35,8,8,16,0,60.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0349_cfg_035_seed_9_of0,35,9,8,16,0,60.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0350_cfg_035_seed_10_of0,35,10,8,16,0,60.0,20,5,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0351_cfg_036_seed_1_of0,36,1,8,16,0,60.0,20,10,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0352_cfg_036_seed_2_of0,36,2,8,16,0,60.0,20,10,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0353_cfg_036_seed_3_of0,36,3,8,16,0,60.0,20,10,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0354_cfg_036_seed_4_of0,36,4,8,16,0,60.0,20,10,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0355_cfg_036_seed_5_of0,36,5,8,16,0,60.0,20,10,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0356_cfg_036_seed_6_of0,36,6,8,16,0,60.0,20,10,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0357_cfg_036_seed_7_of0,36,7,8,16,0,60.0,20,10,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0358_cfg_036_seed_8_of0,36,8,8,16,0,60.0,20,10,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0359_cfg_036_seed_9_of0,36,9,8,16,0,60.0,20,10,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0360_cfg_036_seed_10_of0,36,10,8,16,0,60.0,20,10,OF0,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0361_cfg_037_seed_1_mrhof,37,1,8,16,0,60.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0362_cfg_037_seed_2_mrhof,37,2,8,16,0,60.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0363_cfg_037_seed_3_mrhof,37,3,8,16,0,60.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0364_cfg_037_seed_4_mrhof,37,4,8,16,0,60.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0365_cfg_037_seed_5_mrhof,37,5,8,16,0,60.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0366_cfg_037_seed_6_mrhof,37,6,8,16,0,60.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0367_cfg_037_seed_7_mrhof,37,7,8,16,0,60.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0368_cfg_037_seed_8_mrhof,37,8,8,16,0,60.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0369_cfg_037_seed_9_mrhof,37,9,8,16,0,60.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0370_cfg_037_seed_10_mrhof,37,10,8,16,0,60.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0371_cfg_038_seed_1_mrhof,38,1,8,16,5,40.0,12,5,MRHOF,SUCCESS,627,
run_0372_cfg_038_seed_2_mrhof,38,2,8,16,5,40.0,12,5,MRHOF,SUCCESS,627,
run_0373_cfg_038_seed_3_mrhof,38,3,8,16,5,40.0,12,5,MRHOF,SUCCESS,627,
run_0374_cfg_038_seed_4_mrhof,38,4,8,16,5,40.0,12,5,MRHOF,SUCCESS,627,
run_0375_cfg_038_seed_5_mrhof,38,5,8,16,5,40.0,12,5,MRHOF,SUCCESS,627,
run_0376_cfg_038_seed_6_mrhof,38,6,8,16,5,40.0,12,5,MRHOF,SUCCESS,627,
run_0377_cfg_038_seed_7_mrhof,38,7,8,16,5,40.0,12,5,MRHOF,SUCCESS,627,
run_0378_cfg_038_seed_8_mrhof,38,8,8,16,5,40.0,12,5,MRHOF,SUCCESS,627,
run_0379_cfg_038_seed_9_mrhof,38,9,8,16,5,40.0,12,5,MRHOF,SUCCESS,627,
run_0380_cfg_038_seed_10_mrhof,38,10,8,16,5,40.0,12,5,MRHOF,SUCCESS,627,
run_0381_cfg_039_seed_1_of0,39,1,8,16,5,40.0,12,10,OF0,SUCCESS,627,
run_0382_cfg_039_seed_2_of0,39,2,8,16,5,40.0,12,10,OF0,SUCCESS,627,
run_0383_cfg_039_seed_3_of0,39,3,8,16,5,40.0,12,10,OF0,SUCCESS,627,
run_0384_cfg_039_seed_4_of0,39,4,8,16,5,40.0,12,10,OF0,SUCCESS,627,
run_0385_cfg_039_seed_5_of0,39,5,8,16,5,40.0,12,10,OF0,SUCCESS,627,
run_0386_cfg_039_seed_6_of0,39,6,8,16,5,40.0,12,10,OF0,SUCCESS,627,
run_0387_cfg_039_seed_7_of0,39,7,8,16,5,40.0,12,10,OF0,SUCCESS,627,
run_0388_cfg_039_seed_8_of0,39,8,8,16,5,40.0,12,10,OF0,SUCCESS,627,
run_0389_cfg_039_seed_9_of0,39,9,8,16,5,40.0,12,10,OF0,SUCCESS,627,
run_0390_cfg_039_seed_10_of0,39,10,8,16,5,40.0,12,10,OF0,SUCCESS,627,
run_0391_cfg_040_seed_1_mrhof,40,1,8,16,5,40.0,12,20,MRHOF,SUCCESS,627,
run_0392_cfg_040_seed_2_mrhof,40,2,8,16,5,40.0,12,20,MRHOF,SUCCESS,627,
run_0393_cfg_040_seed_3_mrhof,40,3,8,16,5,40.0,12,20,MRHOF,SUCCESS,627,
run_0394_cfg_040_seed_4_mrhof,40,4,8,16,5,40.0,12,20,MRHOF,SUCCESS,627,
run_0395_cfg_040_seed_5_mrhof,40,5,8,16,5,40.0,12,20,MRHOF,SUCCESS,627,
run_0396_cfg_040_seed_6_mrhof,40,6,8,16,5,40.0,12,20,MRHOF,SUCCESS,627,
run_0397_cfg_040_seed_7_mrhof,40,7,8,16,5,40.0,12,20,MRHOF,SUCCESS,627,
run_0398_cfg_040_seed_8_mrhof,40,8,8,16,5,40.0,12,20,MRHOF,SUCCESS,627,
run_0399_cfg_040_seed_9_mrhof,40,9,8,16,5,40.0,12,20,MRHOF,SUCCESS,627,
run_0400_cfg_040_seed_10_mrhof,40,10,8,16,5,40.0,12,20,MRHOF,SUCCESS,627,
run_0401_cfg_041_seed_1_of0,41,1,8,16,5,40.0,12,20,OF0,SUCCESS,627,
run_0402_cfg_041_seed_2_of0,41,2,8,16,5,40.0,12,20,OF0,SUCCESS,627,
run_0403_cfg_041_seed_3_of0,41,3,8,16,5,40.0,12,20,OF0,SUCCESS,627,
run_0404_cfg_041_seed_4_of0,41,4,8,16,5,40.0,12,20,OF0,SUCCESS,627,
run_0405_cfg_041_seed_5_of0,41,5,8,16,5,40.0,12,20,OF0,SUCCESS,627,
run_0406_cfg_041_seed_6_of0,41,6,8,16,5,40.0,12,20,OF0,SUCCESS,627,
run_0407_cfg_041_seed_7_of0,41,7,8,16,5,40.0,12,20,OF0,SUCCESS,627,
run_0408_cfg_041_seed_8_of0,41,8,8,16,5,40.0,12,20,OF0,SUCCESS,627,
run_0409_cfg_041_seed_9_of0,41,9,8,16,5,40.0,12,20,OF0,SUCCESS,627,
run_0410_cfg_041_seed_10_of0,41,10,8,16,5,40.0,12,20,OF0,SUCCESS,627,
run_0411_cfg_042_seed_1_mrhof,42,1,8,16,5,40.0,16,5,MRHOF,SUCCESS,855,
run_0412_cfg_042_seed_2_mrhof,42,2,8,16,5,40.0,16,5,MRHOF,SUCCESS,855,
run_0413_cfg_042_seed_3_mrhof,42,3,8,16,5,40.0,16,5,MRHOF,SUCCESS,855,
run_0414_cfg_042_seed_4_mrhof,42,4,8,16,5,40.0,16,5,MRHOF,SUCCESS,855,
run_0415_cfg_042_seed_5_mrhof,42,5,8,16,5,40.0,16,5,MRHOF,SUCCESS,855,
run_0416_cfg_042_seed_6_mrhof,42,6,8,16,5,40.0,16,5,MRHOF,SUCCESS,855,
run_0417_cfg_042_seed_7_mrhof,42,7,8,16,5,40.0,16,5,MRHOF,SUCCESS,855,
run_0418_cfg_042_seed_8_mrhof,42,8,8,16,5,40.0,16,5,MRHOF,SUCCESS,855,
run_0419_cfg_042_seed_9_mrhof,42,9,8,16,5,40.0,16,5,MRHOF,SUCCESS,855,
run_0420_cfg_042_seed_10_mrhof,42,10,8,16,5,40.0,16,5,MRHOF,SUCCESS,855,
run_0421_cfg_043_seed_1_mrhof,43,1,8,16,5,40.0,16,10,MRHOF,SUCCESS,855,
run_0422_cfg_043_seed_2_mrhof,43,2,8,16,5,40.0,16,10,MRHOF,SUCCESS,855,
run_0423_cfg_043_seed_3_mrhof,43,3,8,16,5,40.0,16,10,MRHOF,SUCCESS,855,
run_0424_cfg_043_seed_4_mrhof,43,4,8,16,5,40.0,16,10,MRHOF,SUCCESS,855,
run_0425_cfg_043_seed_5_mrhof,43,5,8,16,5,40.0,16,10,MRHOF,SUCCESS,855,
run_0426_cfg_043_seed_6_mrhof,43,6,8,16,5,40.0,16,10,MRHOF,SUCCESS,855,
run_0427_cfg_043_seed_7_mrhof,43,7,8,16,5,40.0,16,10,MRHOF,SUCCESS,855,
run_0428_cfg_043_seed_8_mrhof,43,8,8,16,5,40.0,16,10,MRHOF,SUCCESS,855,
run_0429_cfg_043_seed_9_mrhof,43,9,8,16,5,40.0,16,10,MRHOF,SUCCESS,855,
run_0430_cfg_043_seed_10_mrhof,43,10,8,16,5,40.0,16,10,MRHOF,SUCCESS,855,
run_0431_cfg_044_seed_1_of0,44,1,8,16,5,40.0,16,10,OF0,SUCCESS,855,
run_0432_cfg_044_seed_2_of0,44,2,8,16,5,40.0,16,10,OF0,SUCCESS,855,
run_0433_cfg_044_seed_3_of0,44,3,8,16,5,40.0,16,10,OF0,SUCCESS,855,
run_0434_cfg_044_seed_4_of0,44,4,8,16,5,40.0,16,10,OF0,SUCCESS,855,
run_0435_cfg_044_seed_5_of0,44,5,8,16,5,40.0,16,10,OF0,SUCCESS,855,
run_0436_cfg_044_seed_6_of0,44,6,8,16,5,40.0,16,10,OF0,SUCCESS,855,
run_0437_cfg_044_seed_7_of0,44,7,8,16,5,40.0,16,10,OF0,SUCCESS,855,
run_0438_cfg_044_seed_8_of0,44,8,8,16,5,40.0,16,10,OF0,SUCCESS,855,
run_0439_cfg_044_seed_9_of0,44,9,8,16,5,40.0,16,10,OF0,SUCCESS,855,
run_0440_cfg_044_seed_10_of0,44,10,8,16,5,40.0,16,10,OF0,SUCCESS,855,
run_0441_cfg_045_seed_1_mrhof,45,1,8,16,5,40.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0442_cfg_045_seed_2_mrhof,45,2,8,16,5,40.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0443_cfg_045_seed_3_mrhof,45,3,8,16,5,40.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0444_cfg_045_seed_4_mrhof,45,4,8,16,5,40.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0445_cfg_045_seed_5_mrhof,45,5,8,16,5,40.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0446_cfg_045_seed_6_mrhof,45,6,8,16,5,40.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0447_cfg_045_seed_7_mrhof,45,7,8,16,5,40.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0448_cfg_045_seed_8_mrhof,45,8,8,16,5,40.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0449_cfg_045_seed_9_mrhof,45,9,8,16,5,40.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0450_cfg_045_seed_10_mrhof,45,10,8,16,5,40.0,20,5,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0451_cfg_046_seed_1_mrhof,46,1,8,16,5,40.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0452_cfg_046_seed_2_mrhof,46,2,8,16,5,40.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0453_cfg_046_seed_3_mrhof,46,3,8,16,5,40.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0454_cfg_046_seed_4_mrhof,46,4,8,16,5,40.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0455_cfg_046_seed_5_mrhof,46,5,8,16,5,40.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0456_cfg_046_seed_6_mrhof,46,6,8,16,5,40.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0457_cfg_046_seed_7_mrhof,46,7,8,16,5,40.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
run_0458_cfg_046_seed_8_mrhof,46,8,8,16,5,40.0,20,20,MRHOF,FAILED,0,Le simulation_rpl.csc actuel contient seulement 16 nœuds.
